Text,Keywords
"Studies of the gut microbiome have focused on its bacterial composition. We aimed to characterize the gut fungal microbiome (mycobiome) across pregnancy in women with and without type 1 diabetes.
Faecal samples (n=162) were collected from 70 pregnant women (45 with and 25 without type 1 diabetes) across all trimesters. Fungi were analysed by internal transcribed spacer 1 amplicon sequencing. Markers of intestinal inflammation (faecal calprotectin) and intestinal epithelial integrity (serum intestinal fatty acid binding protein; I-FABP), and serum antibodies to Saccharomyces cerevisiae (ASCA) were measured.
Women with type 1 diabetes had decreased fungal alpha diversity by the third trimester, associated with an increased abundance of Saccharomyces cerevisiae that was inversely related to the abundance of the anti-inflammatory butyrate-producing bacterium Faecalibacterium prausnitzii. Women with type 1 diabetes had higher concentrations of calprotectin, I-FABP and ASCA.
Women with type 1 diabetes exhibit a shift in the gut mycobiome across pregnancy associated with evidence of gut inflammation and impaired intestinal barrier function. The relevance of these findings to the higher rate of pregnancy complications in type 1 diabetes warrants further study.","['internal transcribed spacer 1 amplicon sequencing', 'serum intestinal fatty acid binding protein', '25 without type 1 diabetes', 'without type 1 diabetes', 'producing bacterium faecalibacterium prausnitzii', 'type 1 diabetes warrants', 'type 1 diabetes exhibit', 'impaired intestinal barrier function', 'decreased fungal alpha diversity', 'gut mycobiome across pregnancy associated', 'type 1 diabetes', 'type 1 diabetes', 'intestinal epithelial integrity', 'gut fungal microbiome', '70 pregnant women', 'serum antibodies', 'intestinal inflammation', 'across pregnancy', 'gut microbiome', 'pregnancy complications', 'gut inflammation', 'third trimester', 'saccharomyces cerevisiae', 'saccharomyces cerevisiae', 'inversely related', 'inflammatory butyrate', 'higher rate', 'higher concentrations', 'faecal samples', 'bacterial composition', 'increased abundance', 'faecal calprotectin', 'fabp ),', 'mycobiome', 'associated', 'across', 'fabp', 'calprotectin', 'abundance', 'women', 'women', 'women', 'women', 'trimesters', 'study', 'studies', 'shift', 'relevance', 'n', 'measured', 'markers', 'fungi', 'focused', 'findings', 'evidence', 'collected', 'characterize', 'asca', 'asca', 'anti', 'analysed', 'aimed', '45', '162']"
"This study investigated the protective effect of Escherichia coli Nissle 1917 (EcN) on intestinal barrier and the mechanism in the context of acute severe inflammation.
In this study, mice received lipopolysaccharide (LPS) intraperitoneal injection with or without EcN administration to construct a mouse model of endotoxemia. Clinical scores, intestinal permeability, inflammatory cytokines and histopathological analysis of four main organs from different groups were assessed. The expression of tight junction proteins and activation of RhoA/ROCK2/MLC signaling were examined using western blotting. The localization of tight junction proteins was examined by immunofluorescence. Caco-2 monolayers with or without TLR-4 knockdown were incubated with EcN or TNF-α/IFN-γ and the monolayer barrier function was assessed by transepithelial electrical resistance (TER) and FITC-dextran 4000 Da (FD-4) flux. The expression of tight junction proteins and activation of RhoA/ROCK2/MLC signaling were examined by western blotting. The localization of tight junction proteins was examined by immunofluorescence.
We found that EcN downregulated the RhoA/ROCK2/MLC signaling pathway to preserve barrier function and alleviated systemic inflammation in mouse model. And EcN also protected barrier function of Caco-2 monolayers by inhibiting the activation of RhoA/ROCK2/MLC signaling via TLR-4.
The results indicated that EcN protected the intestinal barrier function in endotoxemia through inhibiting the activation of RhoA/ROCK2/MLC signaling via TLR-4.","['ecn also protected barrier function', 'escherichia coli nissle 1917', 'mlc signaling via tlr', 'mlc signaling via tlr', 'examined using western blotting', 'preserve barrier function', 'monolayer barrier function', 'intestinal barrier function', 'transepithelial electrical resistance', 'tight junction proteins', 'tight junction proteins', 'tight junction proteins', 'tight junction proteins', 'mlc signaling pathway', 'mice received lipopolysaccharide', 'four main organs', 'dextran 4000 da', 'alleviated systemic inflammation', 'acute severe inflammation', 'without ecn administration', 'western blotting', 'mlc signaling', 'mlc signaling', 'without tlr', 'ecn protected', 'intestinal barrier', 'intestinal permeability', 'ecn downregulated', 'results indicated', 'protective effect', 'mouse model', 'mouse model', 'intraperitoneal injection', 'inflammatory cytokines', 'histopathological analysis', 'different groups', 'clinical scores', '2 monolayers', '2 monolayers', 'study investigated', '4 knockdown', 'ecn', 'ecn', 'examined', 'examined', 'examined', 'study', '4', '4', '4', 'γ', 'α', 'tnf', 'ter', 'rock2', 'rock2', 'rock2', 'rock2', 'rock2', 'rhoa', 'rhoa', 'rhoa', 'rhoa', 'rhoa', 'mechanism', 'lps', 'localization', 'localization', 'inhibiting', 'inhibiting', 'incubated', 'immunofluorescence', 'immunofluorescence', 'ifn', 'found', 'flux', 'fitc', 'fd', 'expression', 'expression', 'endotoxemia', 'endotoxemia', 'context', 'construct', 'caco', 'caco', 'assessed', 'assessed', 'activation', 'activation', 'activation', 'activation']"
"Paclitaxel (PTX) resistance contributes to mortality in epithelial ovarian cancer (EOC). Aerobic glycolysis is elevated in the tumor environment and may influence resistance to PTX in EOC. KH domain-containing, RNA-binding signal transduction-associated protein 3 (KHDRBS3) is an RNA binding protein that is up-regulated in EOC, but its underlying mechanism in EOC is unclear. Here, we investigate the role of KHDRBS3 in glycolysis and increased resistance to PTX. Expression of KHDRBS3 and Claudin (CLDN6) were measured in EOC tissue and cells by quantitative real-time PCR, western blotting and immunohistochemistry. The biological functions of KHDRBS3, MIR17HG and CLDN6 were examined using MTT, colony formation, apoptosis and seahorse assays in vitro. For in vivo experiments, a xenograft model was used to investigate the effects of KHDRBS3 and MIR17HG in EOC. Here, we investigate the role of KHDRBS3 in glycolysis and increased resistance to PTX. The expression of KHDRBS3 was up-regulated in PTX-resistant cells. KHDRBS3 knockdown restrained the IC","['examined using mtt', 'epithelial ovarian cancer', 'binding signal transduction', 'associated protein 3', 'may influence resistance', 'rna binding protein', 'khdrbs3 knockdown restrained', 'resistance contributes', 'increased resistance', 'increased resistance', 'xenograft model', 'western blotting', 'vivo experiments', 'underlying mechanism', 'tumor environment', 'time pcr', 'seahorse assays', 'quantitative real', 'kh domain', 'colony formation', 'biological functions', 'resistant cells', 'eoc tissue', 'eoc ).', 'aerobic glycolysis', 'rna', 'cells', 'glycolysis', 'glycolysis', 'eoc', 'eoc', 'eoc', 'eoc', 'khdrbs3', 'khdrbs3', 'khdrbs3', 'khdrbs3', 'khdrbs3', 'khdrbs3', 'khdrbs3', 'vitro', 'used', 'unclear', 'role', 'role', 'regulated', 'regulated', 'ptx', 'ptx', 'ptx', 'ptx', 'ptx', 'paclitaxel', 'mortality', 'mir17hg', 'mir17hg', 'measured', 'investigate', 'investigate', 'investigate', 'immunohistochemistry', 'ic', 'expression', 'expression', 'elevated', 'effects', 'containing', 'cldn6', 'cldn6', 'claudin', 'apoptosis']"
Store-operated Ca,"['operated ca', 'store']"
"Chest wall reconstruction presents a challenging surgical problem with no universally recognized gold standard for the procedure. Various prosthetic and bioprosthetic materials exist for use in chest wall reconstruction, with bioprosthetic materials offering significant advantages in the case of a preoperatively infected surgical field. Here we present a case of the absorbable BioBridge system (Acute Innovations, Hillsboro, OR) used for chest well reconstruction and describe a novel complication of structural failure of the BioBridge plate, involving fracturing of the prosthesis with wound erosion, ultimately requiring reoperation and removal of the device.","['bioprosthetic materials offering significant advantages', 'universally recognized gold standard', 'preoperatively infected surgical field', 'chest wall reconstruction presents', 'bioprosthetic materials exist', 'chest wall reconstruction', 'chest well reconstruction', 'challenging surgical problem', 'ultimately requiring reoperation', 'absorbable biobridge system', 'biobridge plate', 'wound erosion', 'various prosthetic', 'structural failure', 'novel complication', 'involving fracturing', 'acute innovations', 'used', 'use', 'removal', 'prosthesis', 'procedure', 'present', 'hillsboro', 'device', 'describe', 'case', 'case']"
"Randomised trials have investigated various androgen deprivation therapy (ADT) intensification strategies in men receiving radiotherapy for the treatment of prostate cancer. This individual patient data meta-analysis of relevant randomised trials aimed to quantify the benefit of these interventions in aggregate and in clinically relevant subgroups.
For this meta-analysis, we performed a systematic literature search in MEDLINE, Embase, trial registries, the Web of Science, Scopus, and conference proceedings to identify trials with results published in English between Jan 1, 1962, and Dec 30, 2020. Multicentre randomised trials were eligible if they evaluated the use or prolongation of ADT (or both) in men with localised prostate cancer receiving definitive radiotherapy, reported or collected distant metastasis and survival data, and used ADT for a protocol-defined finite duration. The Meta-Analysis of Randomized trials in Cancer of the Prostate (MARCAP) Consortium was accessed to obtain individual patient data from randomised trials. The primary outcome was metastasis-free survival. Hazard ratios (HRs) were obtained through stratified Cox models for ADT use (radiotherapy alone vs radiotherapy plus ADT), neoadjuvant ADT extension (ie, extension of total ADT duration in the neoadjuvant setting from 3-4 months to 6-9 months), and adjuvant ADT prolongation (ie, prolongation of total ADT duration in the adjuvant setting from 4-6 months to 18-36 months). Formal interaction tests between interventions and metastasis-free survival were done for prespecified subgroups defined by age, National Comprehensive Cancer Network (NCCN) risk group, and radiotherapy dose. This meta-analysis is registered with PROSPERO, CRD42021236855.
Our search returned 12 eligible trials that provided individual patient data (10 853 patients) with a median follow-up of 11·4 years (IQR 9·0-15·0). The addition of ADT to radiotherapy significantly improved metastasis-free survival (HR 0·83 [95% CI 0·77-0·89], p<0·0001), as did adjuvant ADT prolongation (0·84 [0·78-0·91], p<0·0001), but neoadjuvant ADT extension did not (0·95 [0·83-1·09], p=0·50). Treatment effects were similar irrespective of radiotherapy dose, patient age, or NCCN risk group.
Our findings provide the strongest level of evidence so far to the magnitude of the benefit of ADT treatment intensification with radiotherapy for men with localised prostate cancer. Adding ADT and prolonging the portion of ADT that follows radiotherapy is associated with improved metastasis-free survival in men, regardless of risk group, age, and radiotherapy dose delivered; however, the magnitude of the benefit could vary and shared decision making with patients is recommended.
University Hospitals Seidman Cancer Center, Prostate Cancer Foundation, and the American Society for Radiation Oncology.","['radiotherapy alone vs radiotherapy plus adt ), neoadjuvant adt extension', 'localised prostate cancer receiving definitive radiotherapy', 'investigated various androgen deprivation therapy', 'university hospitals seidman cancer center', '0 · 91 ], p', '0 · 89 ], p', '1 · 09 ], p', 'search returned 12 eligible trials', '0 · 0001 ),', '0 · 0001 ),', 'ci 0 · 77', '15 · 0 ).', '0 · 50 ).', 'national comprehensive cancer network', 'iqr 9 · 0', 'hr 0 · 83', 'provided individual patient data', 'obtain individual patient data', '11 · 4 years', 'radiotherapy significantly improved metastasis', 'relevant randomised trials aimed', 'neoadjuvant adt extension', 'individual patient data meta', '0 · 83', '9 months ),', 'localised prostate cancer', '0 · 84', '0 · 78', 'men receiving radiotherapy', 'systematic literature search', '0 · 95', 'radiotherapy dose delivered', 'clinically relevant subgroups', 'prostate cancer foundation', 'total adt duration', 'total adt duration', '36 months ).', 'stratified cox models', 'shared decision making', 'prespecified subgroups defined', 'formal interaction tests', 'defined finite duration', 'multicentre randomised trials', 'collected distant metastasis', '10 853 patients', 'adjuvant adt prolongation', 'adjuvant adt prolongation', 'adt treatment intensification', 'benefit could vary', 'neoadjuvant setting', 'nccn risk group', 'radiotherapy dose', 'radiotherapy dose', 'prostate cancer', 'follows radiotherapy', 'randomised trials', 'randomised trials', 'survival data', 'jan 1', 'used adt', 'improved metastasis', 'adding adt', 'randomized trials', 'identify trials', '4 months', 'patient age', 'adt use', 'risk group', 'risk group', 'extension', 'adjuvant setting', 'intensification strategies', 'radiotherapy', 'trial registries', 'treatment effects', 'strongest level', 'similar irrespective', 'results published', 'radiation oncology', 'primary outcome', 'median follow', 'hazard ratios', 'free survival', 'free survival', 'free survival', 'free survival', 'findings provide', 'dec 30', 'conference proceedings', 'american society', '6 months', 'cancer', 'adt', 'adt', 'adt', 'adt', 'prostate', 'eligible', '4', 'metastasis', 'metastasis', 'treatment', 'prolongation', 'prolongation', 'patients', 'nccn', '95', 'meta', 'meta', 'meta', 'benefit', 'benefit', 'use', 'men', 'men', 'men', '6', 'age', 'age', 'web', 'scopus', 'science', 'reported', 'registered', 'regardless', 'recommended', 'quantify', 'protocol', 'prospero', 'prolonging', 'portion', 'performed', 'obtained', 'medline', 'marcap', 'magnitude', 'magnitude', 'interventions', 'interventions', 'ie', 'ie', 'hrs', 'however', 'far', 'evidence', 'evaluated', 'english', 'embase', 'done', 'crd42021236855', 'consortium', 'associated', 'analysis', 'analysis', 'analysis', 'analysis', 'aggregate', 'addition', 'accessed', '3', '2020', '1962', '18']"
"Extraintestinal manifestations occur frequently in patients with inflammatory bowel disease (IBD) and remain a diagnostic and therapeutic challenge. The aim of the Endpoints for Extraintestinal Manifestations in Inflammatory Bowel Disease Trials (EXTRA) initiative was to achieve international expert consensus on how to assess these manifestations in IBD trials. A systematic literature review was done to identify methods to diagnose extraintestinal manifestations in patients with IBD and measure treatment outcomes. A consensus meeting involving a panel of 41 attendees, including gastroenterologists and referral specialists, was held on March 31, 2021, as part of an International Organization for the Study of Inflammatory Bowel Diseases initiative. The panel agreed that a specialist's expertise is needed to confirm the diagnosis of extraintestinal manifestations before the inclusion of a patient in IBD trials, except for axial spondyloarthritis, for which typical symptoms and MRI can be sufficient. Easy-to-measure endpoints were identified to assess the response of extraintestinal manifestations to treatment without needing specialist involvement. For uveitis, peripheral spondyloarthritis, and arthralgia, endpoint measurements need specialist expertise. The timing of endpoint measurements was discussed for individual extraintestinal manifestations. The EXTRA consensus proposes guidelines on how to thoroughly evaluate extraintestinal manifestations within IBD trials, and recommends that these guidelines are implemented in future trials to enable prospective assessment of these manifestations and comparison between studies.","['thoroughly evaluate extraintestinal manifestations within ibd trials', 'treatment without needing specialist involvement', 'endpoint measurements need specialist expertise', 'achieve international expert consensus', 'inflammatory bowel disease trials', 'extraintestinal manifestations occur frequently', 'inflammatory bowel diseases initiative', 'extra consensus proposes guidelines', 'inflammatory bowel disease', 'consensus meeting involving', 'measure treatment outcomes', 'individual extraintestinal manifestations', 'diagnose extraintestinal manifestations', 'systematic literature review', 'enable prospective assessment', 'endpoint measurements', 'extraintestinal manifestations', 'extraintestinal manifestations', 'extraintestinal manifestations', 'ibd trials', 'ibd trials', 'future trials', 'international organization', 'typical symptoms', 'therapeutic challenge', 'referral specialists', 'peripheral spondyloarthritis', 'measure endpoints', 'march 31', 'including gastroenterologists', 'identify methods', 'axial spondyloarthritis', '41 attendees', 'specialist', 'panel agreed', 'expertise', 'manifestations', 'manifestations', 'ibd', 'ibd', 'initiative', 'guidelines', 'extra', 'panel', 'endpoints', 'uveitis', 'timing', 'sufficient', 'study', 'studies', 'response', 'remain', 'recommends', 'patients', 'patients', 'patient', 'part', 'needed', 'mri', 'inclusion', 'implemented', 'identified', 'held', 'except', 'easy', 'done', 'discussed', 'diagnostic', 'diagnosis', 'confirm', 'comparison', 'assess', 'assess', 'arthralgia', 'aim', '2021']"
"To improve health knowledge, facilitate healthy behaviors, and provide social support for a high-risk population of women by implementing a culturally tailored, gender-specific lifestyle intervention program.
Evidence-based practice project.
A Chicago neighborhood in Cook County, Illinois, where there are increased rates of diabetes, heart disease, cancer, stroke, hypertension, obesity, preterm birth, and violent crime.
Female residents of the community, ages 19 to 45 years; 12 participants registered for the program, and 11 participants completed the entire 2-month program.
The BE WISE Lifestyle Intervention, a culturally tailored, gender-specific behavior change curriculum, was used for this project. An interprofessional team was used to enhance participant experience, and neighborhood collaborations were established to create sustainability of efforts. Pre- and postintervention measures of diet, physical activity, social support, and knowledge acquisition were used to evaluate outcomes.
Improvement was noted for knowledge in most of the content areas, as well as for dietary and physical activity behaviors. All participants rated the program highly and responded positively to the social support experienced in the group.
Culturally tailored lifestyle interventions can be effective in improving knowledge and encouraging behavior change, especially when delivered in group settings to enhance social support. Community-level collaborations enhance interventions by providing local support and resources for participants. Because behavior change takes time, follow-up at the 6-month and 1-year intervals is recommended to determine longer-term outcomes.","['specific behavior change curriculum', 'behavior change takes time', 'level collaborations enhance interventions', 'specific lifestyle intervention program', 'culturally tailored lifestyle interventions', 'encouraging behavior change', 'wise lifestyle intervention', 'enhance participant experience', 'facilitate healthy behaviors', 'enhance social support', 'providing local support', 'social support experienced', 'provide social support', '12 participants registered', '11 participants completed', 'physical activity behaviors', 'improve health knowledge', 'based practice project', 'social support', 'culturally tailored', 'culturally tailored', 'physical activity', 'neighborhood collaborations', 'program highly', 'participants rated', 'year intervals', 'violent crime', 'term outcomes', 'risk population', 'responded positively', 'preterm birth', 'postintervention measures', 'knowledge acquisition', 'interprofessional team', 'increased rates', 'improving knowledge', 'heart disease', 'female residents', 'evaluate outcomes', 'entire 2', 'determine longer', 'create sustainability', 'cook county', 'content areas', 'chicago neighborhood', 'ages 19', '45 years', 'month program', 'group settings', 'program', 'participants', 'project', 'knowledge', 'month', 'group', 'women', 'well', 'used', 'used', 'used', 'stroke', 'resources', 'recommended', 'pre', 'obesity', 'noted', 'improvement', 'implementing', 'illinois', 'hypertension', 'high', 'gender', 'gender', 'follow', 'evidence', 'established', 'especially', 'efforts', 'effective', 'dietary', 'diet', 'diabetes', 'delivered', 'community', 'community', 'cancer', '6', '1']"
"The relevance of extracellular magnesium in cellular immunity remains largely unknown. Here, we show that the co-stimulatory cell-surface molecule LFA-1 requires magnesium to adopt its active conformation on CD8","['cellular immunity remains largely unknown', 'surface molecule lfa', '1 requires magnesium', 'extracellular magnesium', 'stimulatory cell', 'active conformation', 'show', 'relevance', 'co', 'cd8', 'adopt']"
"Nuclear deubiquitinase BAP1 (BRCA1-associated protein 1) is a core component of multiprotein complexes that promote transcription by reversing the ubiquitination of histone 2A (H2A). BAP1 is a tumor suppressor whose germline loss-of-function variants predispose to cancer. To our knowledge, there are very rare examples of different germline variants in the same gene causing either a neurodevelopmental disorder (NDD) or a tumor predisposition syndrome. Here, we report a series of 11 de novo germline heterozygous missense BAP1 variants associated with a rare syndromic NDD. Functional analysis showed that most of the variants cannot rescue the consequences of BAP1 inactivation, suggesting a loss-of-function mechanism. In T cells isolated from two affected children, H2A deubiquitination was impaired. In matching peripheral blood mononuclear cells, histone H3 K27 acetylation ChIP-seq indicated that these BAP1 variants induced genome-wide chromatin state alterations, with enrichment for regulatory regions surrounding genes of the ubiquitin-proteasome system (UPS). Altogether, these results define a clinical syndrome caused by rare germline missense BAP1 variants that alter chromatin remodeling through abnormal histone ubiquitination and lead to transcriptional dysregulation of developmental genes.","['11 de novo germline heterozygous missense bap1 variants associated', 'rare germline missense bap1 variants', 'matching peripheral blood mononuclear cells', 'histone h3 k27 acetylation chip', 'tumor suppressor whose germline loss', 'bap1 variants induced genome', 'wide chromatin state alterations', 'regulatory regions surrounding genes', 'different germline variants', 'associated protein 1', 'variants cannot rescue', 'tumor predisposition syndrome', 'nuclear deubiquitinase bap1', 'function variants predispose', 'alter chromatin remodeling', 'two affected children', 'gene causing either', 'functional analysis showed', 'clinical syndrome caused', 'rare syndromic ndd', 'abnormal histone ubiquitination', 'bap1 inactivation', 'cells isolated', 'rare examples', 'histone 2a', 'developmental genes', 'function mechanism', 'ups ).', 'transcriptional dysregulation', 'seq indicated', 'results define', 'proteasome system', 'promote transcription', 'neurodevelopmental disorder', 'multiprotein complexes', 'h2a deubiquitination', 'h2a ).', 'core component', 'bap1', 'loss', 'ubiquitination', 'ndd', 'ubiquitin', 'suggesting', 'series', 'reversing', 'report', 'lead', 'knowledge', 'impaired', 'enrichment', 'consequences', 'cancer', 'brca1', 'altogether']"
"Chemotherapy with anti PD-1/PD-L1 antibodies has become the standard of care for patients with metastatic non-small cell lung cancer (mNSCLC). Using lung tumor models, where pemetrexed and cisplatin (PEM/CDDP) chemotherapy remains unable to synergize with immune checkpoint inhibitors (ICIs), we linked the failure of this treatment with its inability to induce CXCL10 expression and CD8","['using lung tumor models', 'small cell lung cancer', 'induce cxcl10 expression', 'immune checkpoint inhibitors', 'chemotherapy remains unable', 'mnsclc ).', 'metastatic non', 'l1 antibodies', 'icis ),', 'anti pd', 'chemotherapy', 'pd', 'treatment', 'synergize', 'standard', 'pemetrexed', 'pem', 'patients', 'linked', 'inability', 'failure', 'cisplatin', 'cddp', 'cd8', 'care', 'become', '1']"
"The Research to Accelerate Cures and Equity (RACE) for Children Act of 2017 authorized the Food and Drug Administration (FDA) to require pediatric clinical trials for new oncology drugs with relevant molecular targets. This study reviewed oncology drug approvals within the first year after the new legislation came into effect, to evaluate the impact on development of molecularly targeted oncology drugs for pediatric cancers.
For new oncology drugs approved by the FDA between 08/18/2020-08/18/2021, drug approval packages, letters and prescribing information were reviewed for the submission and approval dates, indication and molecular target of the drug, and post-marketing requirements that included pediatric clinical trials.
Within the 1-year period, 17 new oncology drugs were approved, but only 5 had been submitted after 08/18/2020. Three of the 5 (60.0%) had requirements for pediatric trials under the RACE Act. None of the 12 submitted prior to 08/18/2020 had pediatric trial requirements, but 11 (91.7%) had molecular targets that would have made them candidates under the RACE Act. Nine of the 17 approvals (52.9%) had pediatric trials registered on clinicaltrials.gov.
Early evidence suggests that while some pediatric development of oncology drugs was initiated without FDA request, the RACE Act was effective at closing the loopholes of previous legislation and creating new opportunities for innovation in developing therapies for childhood cancers.","['study reviewed oncology drug approvals within', 'molecularly targeted oncology drugs', 'require pediatric clinical trials', 'included pediatric clinical trials', 'initiated without fda request', '17 new oncology drugs', 'new oncology drugs approved', 'new oncology drugs', 'creating new opportunities', 'pediatric trials registered', 'early evidence suggests', 'new legislation came', 'drug approval packages', '12 submitted prior', 'pediatric trial requirements', 'relevant molecular targets', 'oncology drugs', '17 approvals', 'pediatric trials', 'drug administration', 'pediatric cancers', 'molecular targets', 'previous legislation', 'approval dates', 'pediatric development', 'molecular target', 'year period', 'prescribing information', 'marketing requirements', 'first year', 'developing therapies', 'children act', 'childhood cancers', 'accelerate cures', '9 %)', '7 %)', '2017 authorized', '0 %)', 'race act', 'race act', 'race act', 'within', 'reviewed', 'drug', 'approved', 'submitted', 'requirements', 'fda', 'fda', 'race', 'development', 'would', 'three', 'submission', 'research', 'post', 'none', 'nine', 'made', 'loopholes', 'letters', 'innovation', 'indication', 'impact', 'gov', 'food', 'evaluate', 'equity', 'effective', 'effect', 'closing', 'clinicaltrials', 'candidates', '91', '60', '52', '5', '5', '2021', '2020', '2020', '2020', '18', '18', '18', '18', '11', '1', '08', '08', '08', '08']"
"Lay abstract Oral squamous cell carcinoma (OSCC) is the most common type of oral cancer. It affects the patients’ swallowing, speech, appearance, social interactions and other aspects. Soluble TIM-3 (sTIM-3) is a negative regulatory molecule. Serum levels of squamous cell carcinoma antigen are closely related to the growth of OSCC tumors. Herein, the serum levels of sTIM-3 in OSCC patients were examined. This study demonstrated that the combined assessment of sTIM-3 and squamous cell carcinoma antigen expression levels might better distinguish OSCC patients from healthy individuals.","['squamous cell carcinoma antigen expression levels might better distinguish oscc patients', 'lay abstract oral squamous cell carcinoma', 'squamous cell carcinoma antigen', 'patients ’ swallowing', 'oscc patients', 'negative regulatory molecule', 'serum levels', 'serum levels', 'oscc tumors', 'oral cancer', 'study demonstrated', 'soluble tim', 'social interactions', 'oscc', 'healthy individuals', 'common type', 'combined assessment', 'closely related', 'stim', 'stim', 'stim', 'speech', 'herein', 'growth', 'examined', 'aspects', 'appearance', 'affects', '3', '3', '3', '3']"
"Immunotherapy has established a new paradigm for cancer treatment and made many breakthroughs in clinical practice. However, the rarity of immune response suggests that additional intervention is necessary. In recent years, it has been reported that local tumor destruction (LTD) can cause cancer cell death and induce an immunologic response. Thus, the combination of immunotherapy and LTD methods will be a promising approach to improve immune efficiency for cancer treatment. Herein, a nanobiotechnology platform to achieve high-precision LTD for systemic cancer immunotherapy has been successfully constructed. Possessing radio-sensitizing and photothermal properties, the engineered immunoadjuvant-loaded nanoplatform, which could precisely induce radiotherapy (RT)/photothermal therapy (PTT) to eliminate local tumor and meanwhile lead to the release of tumor-derived protein antigens (TDPAs), has been facilely fabricated by commercialized SPG membrane emulsification technology. Further on, the TDPAs could be captured and form personal nanovaccines ","['commercialized spg membrane emulsification technology', 'rt )/ photothermal therapy', 'cause cancer cell death', 'could precisely induce radiotherapy', 'made many breakthroughs', 'improve immune efficiency', 'form personal nanovaccines', 'derived protein antigens', 'immune response suggests', 'local tumor destruction', 'eliminate local tumor', 'systemic cancer immunotherapy', 'tdpas could', 'photothermal properties', 'cancer treatment', 'cancer treatment', 'immunologic response', 'tdpas ),', 'successfully constructed', 'recent years', 'promising approach', 'possessing radio', 'new paradigm', 'nanobiotechnology platform', 'meanwhile lead', 'loaded nanoplatform', 'facilely fabricated', 'engineered immunoadjuvant', 'clinical practice', 'additional intervention', 'achieve high', 'precision ltd', 'ltd methods', 'induce', 'tumor', 'ltd', 'immunotherapy', 'immunotherapy', 'thus', 'sensitizing', 'reported', 'release', 'rarity', 'ptt', 'necessary', 'however', 'herein', 'established', 'combination', 'captured']"
"Triple-negative breast cancer (TNBC) has a relatively poor prognosis. Research has identified potential metabolic targets, including fatty acid metabolism, in TNBC. The absence of effective target therapies for TNBC led to exploration of the role of fatty acid synthetase (FASN) as a potential target for TNBC therapy. Here, we analyzed the expression of FASN, a representative lipid metabolism-related protein, and investigated the association between FASN expression and Ki-67 and the programmed death ligand 1 (PD-L1) biomarkers in TNBC.
Immunohistochemical expression of FASN was analyzed in 166 patients with TNBC. For analytical purposes, patients with 0-1+ FASN staining were grouped as low-grade FASN and patients with 2+-3+ FASN staining as high-grade FASN.
FASN expression was observed in 47.1% of TNBC patients. Low and high expression of FASN was identified in 75.9% and 24.1%, respectively, and no statistically significant difference was found in T category, N category, American Joint Committee on Cancer stage, or recurrence rate between the low and high-FASN expression groups. Ki-67 proliferation level was significantly different between the low and high-FASN expression groups. FASN expression was significantly related to Ki-67 as the level increased. There was no significant difference in PD-L1 positivity between the low- and high-FASN expression groups.
We identified FASN expression in 166 TNBC patients. The Ki-67 proliferation index was positively correlated with FASN level, indicating higher proliferation activity as FASN increases. However, there was no statistical association with PD-L1 SP142, the currently FDA-approved assay, or FASN expression level.","['indicating higher proliferation activity', 'including fatty acid metabolism', 'programmed death ligand 1', 'identified potential metabolic targets', 'fatty acid synthetase', 'representative lipid metabolism', 'relatively poor prognosis', 'american joint committee', '2 +- 3', 'negative breast cancer', 'effective target therapies', '67 proliferation index', '1 %, respectively', 'statistically significant difference', '67 proliferation level', 'fasn expression groups', 'fasn expression groups', 'fasn expression groups', 'identified fasn expression', 'fasn expression level', '166 tnbc patients', 'potential target', 'significant difference', 'fasn level', 'level increased', 'cancer stage', 'fasn expression', 'fasn expression', 'fasn expression', 'immunohistochemical expression', '166 patients', 'grade fasn', 'grade fasn', 'fasn staining', 'fasn staining', 'fasn increases', 'significantly related', 'significantly different', 'related protein', 'recurrence rate', 'positively correlated', 'currently fda', 'approved assay', 'analytical purposes', 'l1 sp142', 'l1 positivity', 'tnbc therapy', 'tnbc led', 'high expression', 'statistical association', 'n category', 'tnbc patients', 'identified', 'expression', '1', '1', 'fasn', 'fasn', 'fasn', 'fasn', '67', '67', 'patients', 'patients', 'l1', 'tnbc', 'tnbc', 'tnbc', 'tnbc', 'category', 'association', 'high', 'high', 'high', 'high', 'triple', 'role', 'research', 'pd', 'pd', 'pd', 'observed', 'low', 'low', 'low', 'low', 'low', 'ki', 'ki', 'ki', 'ki', 'investigated', 'however', 'grouped', 'found', 'exploration', 'biomarkers', 'analyzed', 'analyzed', 'absence', '9', '75', '47', '24', '0']"
