pubmed_id,title,keywords,journal,abstract,conclusions,methods,results,copyrights,doi,publication_date,authors
35133428,Reducing Graft-vs-Host Disease in Blood Stem Cell Transplants.,[],JAMA,,,,,,10.1001/jama.2022.0728,2022-02-09,"[{'lastname': 'Abbasi', 'firstname': 'Jennifer', 'initials': 'J', 'affiliation': None}]"
35133427,Elevated Serum Aminotransferases.,[],JAMA,,,,,,10.1001/jama.2022.0255,2022-02-09,"[{'lastname': 'Leung', 'firstname': 'Kristel K', 'initials': 'KK', 'affiliation': 'Toronto Centre for Liver Disease, Division of Gastroenterology and Hepatology, University of Toronto, Toronto General Hospital, Toronto, Canada.'}, {'lastname': 'Hirschfield', 'firstname': 'Gideon M', 'initials': 'GM', 'affiliation': 'Toronto Centre for Liver Disease, Division of Gastroenterology and Hepatology, University of Toronto, Toronto General Hospital, Toronto, Canada.'}]"
35133426,Tirzepatide for Patients With Type 2 Diabetes.,[],JAMA,,,,,,10.1001/jama.2021.25016,2022-02-09,"[{'lastname': 'Chipkin', 'firstname': 'Stuart R', 'initials': 'SR', 'affiliation': 'School of Public Health & Health Sciences, University of Massachusetts Amherst, Amherst, Massachusetts.'}]"
35133425,Blood Management in High-risk Surgery.,[],JAMA,,,,,,10.1001/jama.2021.25299,2022-02-09,"[{'lastname': 'Hameed', 'firstname': 'Irbaz', 'initials': 'I', 'affiliation': 'Division of Cardiac Surgery, Department of Surgery, Yale School of Medicine, New Haven, Connecticut.'}, {'lastname': 'Cifu', 'firstname': 'Adam S', 'initials': 'AS', 'affiliation': 'University of Chicago, Chicago, Illinois.'}, {'lastname': 'Geirsson', 'firstname': 'Arnar', 'initials': 'A', 'affiliation': 'Division of Cardiac Surgery, Department of Surgery, Yale School of Medicine, New Haven, Connecticut.'}]"
35133423,Research and Medical Progress.,[],JAMA,,,,,,10.1001/jama.2021.16844,2022-02-09,[]
35133422,Prenatal Cannabis Use Before and During the COVID-19 Pandemic.,[],JAMA,,,,,,10.1001/jama.2021.23719,2022-02-09,"[{'lastname': 'Minkoff', 'firstname': 'Howard L', 'initials': 'HL', 'affiliation': 'Department of Obstetrics and Gynecology, State University of New York Downstate Health Sciences University, Brooklyn.'}, {'lastname': 'Ecker', 'firstname': 'Jeffrey L', 'initials': 'JL', 'affiliation': 'Department of Obstetrics and Gynecology, Massachusetts General Hospital, Boston.'}]"
35133421,"Association of Oncology Care Model Participation With Medicare Payments, Utilization, Care Delivery, and Quality Outcomes.",[],JAMA,,,,,,10.1001/jama.2021.24507,2022-02-09,"[{'lastname': 'Ennis', 'firstname': 'Ronald D', 'initials': 'RD', 'affiliation': 'Rutgers Cancer Institute of New Jersey, Rutgers University, New Brunswick.'}]"
35133420,Reducing Health Disparities Through Achieving Pharmacoequity.,[],JAMA,,,,,,10.1001/jama.2021.24516,2022-02-09,"[{'lastname': 'Calac', 'firstname': 'Alec', 'initials': 'A', 'affiliation': 'University of California, San Diego, School of Medicine, San Diego.'}, {'lastname': 'Gasca', 'firstname': 'Luis', 'initials': 'L', 'affiliation': 'University of California, San Diego, School of Medicine, San Diego.'}, {'lastname': 'Calac', 'firstname': 'Daniel', 'initials': 'D', 'affiliation': 'University of California, San Diego, School of Medicine, San Diego.'}]"
35133419,Reducing Health Disparities Through Achieving Pharmacoequity.,[],JAMA,,,,,,10.1001/jama.2021.24519,2022-02-09,"[{'lastname': 'Hincapie-Castillo', 'firstname': 'Juan M', 'initials': 'JM', 'affiliation': 'Department of Epidemiology, University of North Carolina at Chapel Hill.'}, {'lastname': 'Nicholson', 'firstname': 'Kate', 'initials': 'K', 'affiliation': 'National Pain Advocacy Center, Denver, Colorado.'}, {'lastname': 'Baker', 'firstname': 'Tamara A', 'initials': 'TA', 'affiliation': 'Department of Psychiatry, University of North Carolina at Chapel Hill.'}]"
35133418,Prenatal Cannabis Use Before and During the COVID-19 Pandemic-Reply.,[],JAMA,,,,,,10.1001/jama.2021.23722,2022-02-09,"[{'lastname': 'Young-Wolff', 'firstname': 'Kelly C', 'initials': 'KC', 'affiliation': 'Division of Research, Kaiser Permanente Northern California, Oakland.'}, {'lastname': 'Ansley', 'firstname': 'Deborah', 'initials': 'D', 'affiliation': 'Regional Offices, Kaiser Permanente Northern California, Oakland.'}, {'lastname': 'Avalos', 'firstname': 'Lyndsay A', 'initials': 'LA', 'affiliation': 'Division of Research, Kaiser Permanente Northern California, Oakland.'}]"
35133417,"Association of Oncology Care Model Participation With Medicare Payments, Utilization, Care Delivery, and Quality Outcomes-Reply.",[],JAMA,,,,,,10.1001/jama.2021.24510,2022-02-09,"[{'lastname': 'Keating', 'firstname': 'Nancy L', 'initials': 'NL', 'affiliation': 'Department of Health Care Policy, Harvard Medical School, Boston, Massachusetts.'}, {'lastname': 'Hassol', 'firstname': 'Andrea', 'initials': 'A', 'affiliation': 'Abt Associates, Cambridge, Massachusetts.'}]"
35133416,Reducing Health Disparities Through Achieving Pharmacoequity-Reply.,[],JAMA,,,,,,10.1001/jama.2021.24538,2022-02-09,"[{'lastname': 'Essien', 'firstname': 'Utibe R', 'initials': 'UR', 'affiliation': 'Center for Pharmaceutical Policy and Prescribing, University of Pittsburgh School of Medicine, Pittsburgh, Pennsylvania.'}, {'lastname': 'Dusetzina', 'firstname': 'Stacie B', 'initials': 'SB', 'affiliation': 'Department of Health Policy, Vanderbilt University School of Medicine, Nashville, Tennessee.'}, {'lastname': 'Gellad', 'firstname': 'Walid F', 'initials': 'WF', 'affiliation': 'Center for Pharmaceutical Policy and Prescribing, University of Pittsburgh School of Medicine, Pittsburgh, Pennsylvania.'}]"
