pubmed_id,abstract
35040888,"Despite improvement during recent decades, extremely preterm infants continue to contribute disproportionately to neonatal mortality and childhood morbidity.
To review survival, in-hospital morbidities, care practices, and neurodevelopmental and functional outcomes at 22-26 months' corrected age for extremely preterm infants.
Prospective registry for extremely preterm infants born at 19 US academic centers that are part of the Eunice Kennedy Shriver National Institute of Child Health and Human Development Neonatal Research Network. The study included 10 877 infants born at 22-28 weeks' gestational age between January 1, 2013, and December 31, 2018, including 2566 infants born before 27 weeks between January 1, 2013, and December 31, 2016, who completed follow-up assessments at 22-26 months' corrected age. The last assessment was completed on August 13, 2019. Outcomes were compared with a similar cohort of infants born in 2008-2012 adjusting for gestational age.
Extremely preterm birth.
Survival and 12 in-hospital morbidities were assessed, including necrotizing enterocolitis, infection, intracranial hemorrhage, retinopathy of prematurity, and bronchopulmonary dysplasia. Infants were assessed at 22-26 months' corrected age for 12 health and functional outcomes, including neurodevelopment, cerebral palsy, vision, hearing, rehospitalizations, and need for assistive devices.
The 10 877 infants were 49.0% female and 51.0% male; 78.3% (8495/10848) survived to discharge, an increase from 76.0% in 2008-2012 (adjusted difference, 2.0%; 95% CI, 1.0%-2.9%). Survival to discharge was 10.9% (60/549) for live-born infants at 22 weeks and 94.0% (2267/2412) at 28 weeks. Survival among actively treated infants was 30.0% (60/200) at 22 weeks and 55.8% (535/958) at 23 weeks. All in-hospital morbidities were more likely among infants born at earlier gestational ages. Overall, 8.9% (890/9956) of infants had necrotizing enterocolitis, 2.4% (238/9957) had early-onset infection, 19.9% (1911/9610) had late-onset infection, 14.3% (1386/9705) had severe intracranial hemorrhage, 12.8% (1099/8585) had severe retinopathy of prematurity, and 8.0% (666/8305) had severe bronchopulmonary dysplasia. Among 2930 surviving infants with gestational ages of 22-26 weeks eligible for follow-up, 2566 (87.6%) were examined. By 2-year follow-up, 8.4% (214/2555) of children had moderate to severe cerebral palsy, 1.5% (38/2555) had bilateral blindness, 2.5% (64/2527) required hearing aids or cochlear implants, 49.9% (1277/2561) had been rehospitalized, and 15.4% (393/2560) required mobility aids or other supportive devices. Among 2458 fully evaluated infants, 48.7% (1198/2458) had no or mild neurodevelopmental impairment at follow-up, 29.3% (709/2419) had moderate neurodevelopmental impairment, and 21.2% (512/2419) had severe neurodevelopmental impairment.
Among extremely preterm infants born in 2013-2018 and treated at 19 US academic medical centers, 78.3% survived to discharge, a significantly higher rate than for infants born in 2008-2012. Among infants born at less than 27 weeks' gestational age, rehospitalization and neurodevelopmental impairment were common at 2 years of age."
35040887,"Platelets represent a potential therapeutic target for improved clinical outcomes in patients with COVID-19.
To evaluate the benefits and risks of adding a P2Y12 inhibitor to anticoagulant therapy among non-critically ill patients hospitalized for COVID-19.
An open-label, bayesian, adaptive randomized clinical trial including 562 non-critically ill patients hospitalized for COVID-19 was conducted between February 2021 and June 2021 at 60 hospitals in Brazil, Italy, Spain, and the US. The date of final 90-day follow-up was September 15, 2021.
Patients were randomized to a therapeutic dose of heparin plus a P2Y12 inhibitor (n = 293) or a therapeutic dose of heparin only (usual care) (n = 269) in a 1:1 ratio for 14 days or until hospital discharge, whichever was sooner. Ticagrelor was the preferred P2Y12 inhibitor.
The composite primary outcome was organ support-free days evaluated on an ordinal scale that combined in-hospital death (assigned a value of -1) and, for those who survived to hospital discharge, the number of days free of respiratory or cardiovascular organ support up to day 21 of the index hospitalization (range, -1 to 21 days; higher scores indicate less organ support and better outcomes). The primary safety outcome was major bleeding by 28 days as defined by the International Society on Thrombosis and Hemostasis.
Enrollment of non-critically ill patients was discontinued when the prespecified criterion for futility was met. All 562 patients who were randomized (mean age, 52.7 [SD, 13.5] years; 41.5% women) completed the trial and 87% received a therapeutic dose of heparin by the end of study day 1. In the P2Y12 inhibitor group, ticagrelor was used in 63% of patients and clopidogrel in 37%. The median number of organ support-free days was 21 days (IQR, 20-21 days) among patients in the P2Y12 inhibitor group and was 21 days (IQR, 21-21 days) in the usual care group (adjusted odds ratio, 0.83 [95% credible interval, 0.55-1.25]; posterior probability of futility [defined as an odds ratio <1.2], 96%). Major bleeding occurred in 6 patients (2.0%) in the P2Y12 inhibitor group and in 2 patients (0.7%) in the usual care group (adjusted odds ratio, 3.31 [95% CI, 0.64-17.2]; P = .15).
Among non-critically ill patients hospitalized for COVID-19, the use of a P2Y12 inhibitor in addition to a therapeutic dose of heparin, compared with a therapeutic dose of heparin only, did not result in an increased odds of improvement in organ support-free days within 21 days during hospitalization.
ClinicalTrials.gov Identifier: NCT04505774."
35040886,"Following reductions in US ambulatory care early in the pandemic, it remains unclear whether care consistently returned to expected rates across insurance types and services.
To assess whether patients with Medicaid or Medicare-Medicaid dual eligibility had significantly lower than expected return to use of ambulatory care rates than patients with commercial, Medicare Advantage, or Medicare fee-for-service insurance.
In this retrospective cohort study examining ambulatory care service patterns from January 1, 2019, through February 28, 2021, claims data from multiple US payers were combined using the Milliman MedInsight research database. Using a difference-in-differences design, the extent to which utilization during the pandemic differed from expected rates had the pandemic not occurred was estimated. Changes in utilization rates between January and February 2020 and each subsequent 2-month time frame during the pandemic were compared with the changes in the corresponding months from the year prior. Age- and sex-adjusted Poisson regression models of monthly utilization counts were used, offsetting for total patient-months and stratifying by service and insurance type.
Patients with Medicaid or Medicare-Medicaid dual eligibility compared with patients with commercial, Medicare Advantage, or Medicare fee-for-service insurance, respectively.
Utilization rates per 100 people for 6 services: emergency department, office and urgent care, behavioral health, screening colonoscopies, screening mammograms, and contraception counseling or HIV screening.
More than 14.5 million US adults were included (mean age, 52.7 years; 54.9% women). In the March-April 2020 time frame, the combined use of 6 ambulatory services declined to 67.0% (95% CI, 66.9%-67.1%) of expected rates, but returned to 96.7% (95% CI, 96.6%-96.8%) of expected rates by the November-December 2020 time frame. During the second COVID-19 wave in the January-February 2021 time frame, overall utilization again declined to 86.2% (95% CI, 86.1%-86.3%) of expected rates, with colonoscopy remaining at 65.0% (95% CI, 64.1%-65.9%) and mammography at 79.2% (95% CI, 78.5%-79.8%) of expected rates. By the January-February 2021 time frame, overall utilization returned to expected rates as follows: patients with Medicaid at 78.4% (95% CI, 78.2%-78.7%), Medicare-Medicaid dual eligibility at 73.3% (95% CI, 72.8%-73.8%), commercial at 90.7% (95% CI, 90.5%-90.9%), Medicare Advantage at 83.2% (95% CI, 81.7%-82.2%), and Medicare fee-for-service at 82.0% (95% CI, 81.7%-82.2%; P < .001; comparing return to expected utilization rates among patients with Medicaid and Medicare-Medicaid dual eligibility, respectively, with each of the other insurance types).
Between March 2020 and February 2021, aggregate use of 6 ambulatory care services increased after the preceding decrease in utilization that followed the onset of the COVID-19 pandemic. However, the rate of increase in use of these ambulatory care services was significantly lower for participants with Medicaid or Medicare-Medicaid dual eligibility than for those insured by commercial, Medicare Advantage, or Medicare fee-for-service."
35040882,"Pulmonary nodules are identified in approximately 1.6 million patients per year in the US and are detected on approximately 30% of computed tomographic (CT) images of the chest. Optimal treatment of an individual with a pulmonary nodule can lead to early detection of cancer while minimizing testing for a benign nodule.
At least 95% of all pulmonary nodules identified are benign, most often granulomas or intrapulmonary lymph nodes. Smaller nodules are more likely to be benign. Pulmonary nodules are categorized as small solid (<8 mm), larger solid (≥8 mm), and subsolid. Subsolid nodules are divided into ground-glass nodules (no solid component) and part-solid (both ground-glass and solid components). The probability of malignancy is less than 1% for all nodules smaller than 6 mm and 1% to 2% for nodules 6 mm to 8 mm. Nodules that are 6 mm to 8 mm can be followed with a repeat chest CT in 6 to 12 months, depending on the presence of patient risk factors and imaging characteristics associated with lung malignancy, clinical judgment about the probability of malignancy, and patient preferences. The treatment of an individual with a solid pulmonary nodule 8 mm or larger is based on the estimated probability of malignancy; the presence of patient comorbidities, such as chronic obstructive pulmonary disease and coronary artery disease; and patient preferences. Management options include surveillance imaging, defined as monitoring for nodule growth with chest CT imaging, positron emission tomography-CT imaging, nonsurgical biopsy with bronchoscopy or transthoracic needle biopsy, and surgical resection. Part-solid pulmonary nodules are managed according to the size of the solid component. Larger solid components are associated with a higher risk of malignancy. Ground-glass pulmonary nodules have a probability of malignancy of 10% to 50% when they persist beyond 3 months and are larger than 10 mm in diameter. A malignant nodule that is entirely ground glass in appearance is typically slow growing. Current bronchoscopy and transthoracic needle biopsy methods yield a sensitivity of 70% to 90% for a diagnosis of lung cancer.
Pulmonary nodules are identified in approximately 1.6 million people per year in the US and approximately 30% of chest CT images. The treatment of an individual with a pulmonary nodule should be guided by the probability that the nodule is malignant, safety of testing, the likelihood that additional testing will be informative, and patient preferences."
35029629,"Easy-to-administer anti-SARS-CoV-2 treatments may be used to prevent progression from asymptomatic infection to symptomatic disease and to reduce viral carriage.
To evaluate the effect of combination subcutaneous casirivimab and imdevimab on progression from early asymptomatic SARS-CoV-2 infection to symptomatic COVID-19.
Randomized, double-blind, placebo-controlled, phase 3 trial of close household contacts of a SARS-CoV-2-infected index case at 112 sites in the US, Romania, and Moldova enrolled July 13, 2020-January 28, 2021; follow-up ended March 11, 2021. Asymptomatic individuals (aged ≥12 years) were eligible if identified within 96 hours of index case positive test collection. Results from 314 individuals positive on SARS-CoV-2 reverse transcriptase-quantitative polymerase chain reaction (RT-qPCR) testing are reported.
Individuals were randomized 1:1 to receive 1 dose of subcutaneous casirivimab and imdevimab, 1200 mg (600 mg of each; n = 158), or placebo (n = 156).
The primary end point was the proportion of seronegative participants who developed symptomatic COVID-19 during the 28-day efficacy assessment period. The key secondary efficacy end points were the number of weeks of symptomatic SARS-CoV-2 infection and the number of weeks of high viral load (>4 log10 copies/mL).
Among 314 randomized participants (mean age, 41.0 years; 51.6% women), 310 (99.7%) completed the efficacy assessment period; 204 were asymptomatic and seronegative at baseline and included in the primary efficacy analysis. Subcutaneous casirivimab and imdevimab, 1200 mg, significantly prevented progression to symptomatic disease (29/100 [29.0%] vs 44/104 [42.3%] with placebo; odds ratio, 0.54 [95% CI, 0.30-0.97]; P = .04; absolute risk difference, -13.3% [95% CI, -26.3% to -0.3%]). Casirivimab and imdevimab reduced the number of symptomatic weeks per 1000 participants (895.7 weeks vs 1637.4 weeks with placebo; P = .03), an approximately 5.6-day reduction in symptom duration per symptomatic participant. Treatment with casirivimab and imdevimab also reduced the number of high viral load weeks per 1000 participants (489.8 weeks vs 811.9 weeks with placebo; P = .001). The proportion of participants receiving casirivimab and imdevimab who had 1 or more treatment-emergent adverse event was 33.5% vs 48.1% for placebo, including events related (25.8% vs 39.7%) or not related (11.0% vs 16.0%) to COVID-19.
Among asymptomatic SARS-CoV-2 RT-qPCR-positive individuals living with an infected household contact, treatment with subcutaneous casirivimab and imdevimab antibody combination vs placebo significantly reduced the incidence of symptomatic COVID-19 over 28 days.
ClinicalTrials.gov Identifier: NCT04452318."
35015039,"Most of the global morbidity and mortality in chronic obstructive pulmonary disease (COPD) occurs in low- and middle-income countries (LMICs), with significant economic effects.
To assess the discriminative accuracy of 3 instruments using questionnaires and peak expiratory flow (PEF) to screen for COPD in 3 LMIC settings.
A cross-sectional analysis of discriminative accuracy, conducted between January 2018 and March 2020 in semiurban Bhaktapur, Nepal; urban Lima, Peru; and rural Nakaseke, Uganda, using a random age- and sex-stratified sample of the population 40 years or older.
Three screening tools, the COPD Assessment in Primary Care to Identify Undiagnosed Respiratory Disease and Exacerbation Risk (CAPTURE; range, 0-6; high risk indicated by a score of 5 or more or score 2-5 with low PEF [<250 L/min for females and <350 L/min for males]), the COPD in LMICs Assessment questionnaire (COLA-6; range, 0-5; high risk indicated by a score of 4 or more), and the Lung Function Questionnaire (LFQ; range, 0-25; high risk indicated by a score of 18 or less) were assessed against a reference standard diagnosis of COPD using quality-assured postbronchodilator spirometry. CAPTURE and COLA-6 include a measure of PEF.
The primary outcome was discriminative accuracy of the tools in identifying COPD as measured by area under receiver operating characteristic curves (AUCs) with 95% CIs. Secondary outcomes included sensitivity, specificity, positive predictive value, and negative predictive value.
Among 10 709 adults who consented to participate in the study (mean age, 56.3 years (SD, 11.7); 50% female), 35% had ever smoked, and 30% were currently exposed to biomass smoke. The unweighted prevalence of COPD at the 3 sites was 18.2% (642/3534 participants) in Nepal, 2.7% (97/3550) in Peru, and 7.4% (264/3580) in Uganda. Among 1000 COPD cases, 49.3% had clinically important disease (Global Initiative for Chronic Obstructive Lung Disease classification B-D), 16.4% had severe or very severe airflow obstruction (forced expiratory volume in 1 second <50% predicted), and 95.3% of cases were previously undiagnosed. The AUC for the screening instruments ranged from 0.717 (95% CI, 0.677-0.774) for LFQ in Peru to 0.791 (95% CI, 0.770-0.809) for COLA-6 in Nepal. The sensitivity ranged from 34.8% (95% CI, 25.3%-45.2%) for COLA-6 in Nepal to 64.2% (95% CI, 60.3%-67.9%) for CAPTURE in Nepal. The mean time to administer the instruments was 7.6 minutes (SD 1.11), and data completeness was 99.5%.
This study demonstrated that screening instruments for COPD were feasible to administer in 3 low- and middle-income settings. Further research is needed to assess instrument performance in other low- and middle-income settings and to determine whether implementation is associated with improved clinical outcomes."
35015038,"Among patients younger than 21 years of age, the optimal duration of anticoagulant therapy for venous thromboembolism is unknown.
To test the hypothesis that a 6-week duration of anticoagulant therapy for provoked venous thromboembolism is noninferior to a conventional 3-month therapy duration in patients younger than 21 years of age.
Randomized clinical trial involving 417 patients younger than 21 years of age with acute, provoked venous thromboembolism enrolled at 42 centers in 5 countries from 2008-2021. The main exclusions were severe anticoagulant deficiencies or prior venous thromboembolism. Patients without persistent antiphospholipid antibodies and whose thrombi were resolved or not completely occlusive upon repeat imaging at 6 weeks after diagnosis underwent randomization. The final visit for the primary end points occurred in January 2021.
Total duration for anticoagulant therapy of 6 weeks (n = 207) vs 3 months (n = 210) for provoked venous thromboembolism.
The primary efficacy and safety end points were centrally adjudicated symptomatic recurrent venous thromboembolism and clinically relevant bleeding events within 1 year blinded to treatment group. The primary analysis was noninferiority in the per-protocol population. The noninferiority boundary incorporated a bivariate trade-off that included an absolute increase of 0% in symptomatic recurrent venous thromboembolism with an absolute risk reduction of 4% in clinically relevant bleeding events (1 of 3 points on the bivariate noninferiority boundary curve).
Among 417 randomized patients, 297 (median age, 8.3 [range, 0.04-20.9] years; 49% female) met criteria for the primary per-protocol population analysis. The Kaplan-Meier estimate for the 1-year cumulative incidence of the primary efficacy outcome was 0.66% (95% CI, 0%-1.95%) in the 6-week anticoagulant therapy group and 0.70% (95% CI, 0%-2.07%) in the 3-month anticoagulant therapy group, and for the primary safety outcome, the incidence was 0.65% (95% CI, 0%-1.91%) and 0.70% (95% CI, 0%-2.06%). Based on absolute risk differences in recurrent venous thromboembolism and clinically relevant bleeding events between groups, noninferiority was demonstrated. Adverse events occurred in 26% of patients in the 6-week anticoagulant therapy group and in 32% of patients in the 3-month anticoagulant therapy group; the most common adverse event was fever (1.9% and 3.4%, respectively).
Among patients younger than 21 years of age with provoked venous thromboembolism, anticoagulant therapy for 6 weeks compared with 3 months met noninferiority criteria based on the trade-off between recurrent venous thromboembolism risk and bleeding risk.
ClinicalTrials.gov Identifier: NCT00687882."
35015037,"Phase 3 trials have not compared semaglutide and liraglutide, glucagon-like peptide-1 analogues available for weight management.
To compare the efficacy and adverse event profiles of once-weekly subcutaneous semaglutide, 2.4 mg, vs once-daily subcutaneous liraglutide, 3.0 mg (both with diet and physical activity), in people with overweight or obesity.
Randomized, open-label, 68-week, phase 3b trial conducted at 19 US sites from September 2019 (enrollment: September 11-November 26) to May 2021 (end of follow-up: May 11) in adults with body mass index of 30 or greater or 27 or greater with 1 or more weight-related comorbidities, without diabetes (N = 338).
Participants were randomized (3:1:3:1) to receive once-weekly subcutaneous semaglutide, 2.4 mg (16-week escalation; n = 126), or matching placebo, or once-daily subcutaneous liraglutide, 3.0 mg (4-week escalation; n = 127), or matching placebo, plus diet and physical activity. Participants unable to tolerate 2.4 mg of semaglutide could receive 1.7 mg; participants unable to tolerate 3.0 mg of liraglutide discontinued treatment and could restart the 4-week titration. Placebo groups were pooled (n = 85).
The primary end point was percentage change in body weight, and confirmatory secondary end points were achievement of 10% or more, 15% or more, and 20% or more weight loss, assessed for semaglutide vs liraglutide at week 68. Semaglutide vs liraglutide comparisons were open-label, with active treatment groups double-blinded against matched placebo groups. Comparisons of active treatments vs pooled placebo were supportive secondary end points.
Of 338 randomized participants (mean [SD] age, 49 [13] years; 265 women [78.4%]; mean [SD] body weight, 104.5 [23.8] kg; mean [SD] body mass index, 37.5 [6.8]), 319 (94.4%) completed the trial, and 271 (80.2%) completed treatment. The mean weight change from baseline was -15.8% with semaglutide vs -6.4% with liraglutide (difference, -9.4 percentage points [95% CI, -12.0 to -6.8]; P < .001); weight change with pooled placebo was -1.9%. Participants had significantly greater odds of achieving 10% or more, 15% or more, and 20% or more weight loss with semaglutide vs liraglutide (70.9% of participants vs 25.6% [odds ratio, 6.3 {95% CI, 3.5 to 11.2}], 55.6% vs 12.0% [odds ratio, 7.9 {95% CI, 4.1 to 15.4}], and 38.5% vs 6.0% [odds ratio, 8.2 {95% CI, 3.5 to 19.1}], respectively; all P < .001). Proportions of participants discontinuing treatment for any reason were 13.5% with semaglutide and 27.6% with liraglutide. Gastrointestinal adverse events were reported by 84.1% with semaglutide and 82.7% with liraglutide.
Among adults with overweight or obesity without diabetes, once-weekly subcutaneous semaglutide compared with once-daily subcutaneous liraglutide, added to counseling for diet and physical activity, resulted in significantly greater weight loss at 68 weeks.
ClinicalTrials.gov Identifier: NCT04074161."
35015033,"Approximately 1 in 5 adults in the US had a sexually transmitted infection (STI) in 2018. This review provides an update on the epidemiology, diagnosis, and treatment of gonorrhea, chlamydia, syphilis, Mycoplasma genitalium, trichomoniasis, and genital herpes.
From 2015 to 2019, the rates of gonorrhea, chlamydia, and syphilis increased in the US; from 1999 to 2016, while the rates of herpes simplex virus type 1 (HSV-1) and HSV-2 declined. Populations with higher rates of STIs include people younger than 25 years, sexual and gender minorities such as men and transgender women who have sex with men, and racial and ethnic minorities such as Black and Latinx people. Approximately 70% of infections with HSV and trichomoniasis and 53% to 100% of extragenital gonorrhea and chlamydia infections are asymptomatic or associated with few symptoms. STIs are associated with HIV acquisition and transmission and are the leading cause of tubal factor infertility in women. Nucleic acid amplification tests have high sensitivities (86.1%-100%) and specificities (97.1%-100%) for the diagnosis of gonorrhea, chlamydia, M genitalium, trichomoniasis, and symptomatic HSV-1 and HSV-2. Serology remains the recommended method to diagnose syphilis, typically using sequential testing to detect treponemal and nontreponemal (antiphospholipid) antibodies. Ceftriaxone, doxycycline, penicillin, moxifloxacin, and the nitroimidazoles, such as metronidazole, are effective treatments for gonorrhea, chlamydia, syphilis, M genitalium, and trichomoniasis, respectively, but antimicrobial resistance limits oral treatment options for gonorrhea and M genitalium. No cure is available for genital herpes. Effective STI prevention interventions include screening, contact tracing of sexual partners, and promoting effective barrier contraception.
Approximately 1 in 5 adults in the US had an STI in 2018. Rates of gonorrhea, chlamydia, and syphilis in the US have increased, while rates of HSV-1 and HSV-2 have declined. Ceftriaxone, doxycycline, penicillin, moxifloxacin, and the nitroimidazoles are effective treatments for gonorrhea, chlamydia, syphilis, Mycoplasma genitalium, and trichomoniasis, respectively, but antimicrobial resistance limits oral therapies for gonorrhea and Mycoplasma genitalium, and no cure is available for genital herpes."
35006256,"Administration of a BNT162b2 booster dose (Pfizer-BioNTech) to fully vaccinated individuals aged 60 years and older was significantly associated with lower risk of SARS-CoV-2 infection and severe illness. Data are lacking on the effectiveness of booster doses for younger individuals and health care workers.
To estimate the association of a BNT162b2 booster dose with SARS-CoV-2 infections among health care workers who were previously vaccinated with a 2-dose series of BNT162b2.
This was a prospective cohort study conducted at a tertiary medical center in Tel Aviv, Israel. The study cohort included 1928 immunocompetent health care workers who were previously vaccinated with a 2-dose series of BNT162b2, and had enrolled between August 8 and 19, 2021, with final follow-up reported through September 20, 2021. Screening for SARS-CoV-2 infection was performed every 14 days. Anti-spike protein receptor binding domain IgG titers were determined at baseline and 1 month after enrollment. Cox regression with time-dependent analysis was used to estimate hazard ratios of SARS-CoV-2 infection between booster-immunized status and 2-dose vaccinated (booster-nonimmunized) status.
Vaccination with a booster dose of BNT162b2 vaccine.
The primary outcome was SARS-CoV-2 infection, as confirmed by reverse transcriptase-polymerase chain reaction.
Among 1928 participants, the median age was 44 years (IQR, 36-52 years) and 1381 were women (71.6%). Participants completed the 2-dose vaccination series a median of 210 days (IQR, 205-213 days) before study enrollment. A total of 1650 participants (85.6%) received the booster dose. During a median follow-up of 39 days (IQR, 35-41 days), SARS-CoV-2 infection occurred in 44 participants (incidence rate, 60.2 per 100 000 person-days); 31 (70.5%) were symptomatic. Five SARS-CoV-2 infections occurred in booster-immunized participants and 39 in booster-nonimmunized participants (incidence rate, 12.8 vs 116 per 100 000 person-days, respectively). In a time-dependent Cox regression analysis, the adjusted hazard ratio of SARS-CoV-2 infection for booster-immunized vs booster-nonimmunized participants was 0.07 (95% CI, 0.02-0.20).
Among health care workers at a single center in Israel who were previously vaccinated with a 2-dose series of BNT162b2, administration of a booster dose compared with not receiving one was associated with a significantly lower rate of SARS-CoV-2 infection over a median of 39 days of follow-up. Ongoing surveillance is required to assess durability of the findings."
35006207,"YouTube is used by more than 70 percent of adults and 81 percent of 15- to 25-year-olds. The information quality of videos related to the two most performed aesthetic procedures-botulinum toxin type A (Botox) and soft-tissue filler injections-has not been assessed or compared to that of websites.
A YouTube search for ""Botox"" and ""fillers"" was performed in July of 2020, identifying the most popular health information videos. Quality was assessed using the validated Journal of American Medical Association, Health on the Net principles, and the DISCERN criteria in addition to a procedure-specific content score. Quality scores were compared between different groups of video contributors and against websites.
A total of 720 measurements of quality were performed across 95 YouTube videos and 85 websites. The mean quality scores were as follows: Journal of the American Medical Association, 1.74/4 ± 0.718; Health on the Net, 6.66/16 ± 2.07; DISCERN, 40.0/80 ± 9.25; and content, 39.1/100 ± 11.9. Physician, nonphysician health professionals, and other (news, magazine channels, and influencers) were all of higher quality than patient-based videos (p < 0.001). The mean DISCERN percentage score for videos was 50.04 ± 11.57 and significantly less than that of websites, 55.46 ± 15.74 (p = 0.010). The mean content scores showed a similar result, 39.06 ± 11.92 versus 60.76 ± 17.65 (p < 0.001), respectively.
Improvement is needed in the quality of YouTube videos related to aesthetic injectables. Plastic surgeons, who are the most frequent video contributors, are most qualified to provide this change. Plastic surgeons should include videos as part of their online presence, as they may help facilitate a greater viewership."
34985914,"Collecting patient-reported outcomes (PROs) can improve symptom control and quality of life, enhance doctor-patient communication, and reduce acute care needs for patients with cancer. Digital solutions facilitate PRO collection, but without robust electronic health record (EHR) integration, effective deployment can be hampered by low patient and clinician engagement and high development and deployment costs. The important components of digital PRO platforms have been defined, but procedures for implementing integrated solutions are not readily available.
As part of the NCI's IMPACT consortium, six health care systems partnered with Epic to develop an EHR-integrated, PRO-based electronic symptom management program (eSyM) to optimize postoperative recovery and well-being during chemotherapy. The agile development process incorporated user-centered design principles that required engagement from patients, clinicians, and health care systems. Whenever possible, the system used validated content from the public domain and took advantage of existing EHR capabilities to automate processes.
eSyM includes symptom surveys on the basis of the PRO-Common Terminology Criteria for Adverse Events (PRO-CTCAE) plus two global wellness questions; reminders and symptom self-management tip sheets for patients; alerts and symptom reports for clinicians; and population management dashboards. EHR dependencies include a secure Health Insurance Portability and Accountability Act-compliant patient portal; diagnosis, procedure and chemotherapy treatment plan data; registries that identify and track target populations; and the ability to create reminders, alerts, reports, dashboards, and charting shortcuts.
eSyM incorporates validated content and leverages existing EHR capabilities. Build challenges include the innate technical limitations of the EHR, the constrained availability of site technical resources, and sites' heterogenous EHR configurations and policies. Integration of PRO-based symptom management programs into the EHR could help overcome adoption barriers, consolidate clinical workflows, and foster scalability and sustainability. We intend to make eSyM available to all Epic users."
34982138,"Platform trials are a type of randomized clinical trial that allow simultaneous comparison of multiple intervention groups against a single control group that serves as a common control based on a prespecified interim analysis plan. The platform trial design enables introduction of new interventions after the trial is initiated to evaluate multiple interventions in an ongoing manner using a single overarching protocol called a master (or core) protocol. When multiple treatment candidates are available, rapid scientific therapeutic discoveries may be made. Platform trials have important potential advantages in creating an efficient trial infrastructure that can help address critical clinical questions as the evidence evolves. Platform trials have recently been used in investigations of evolving therapies for patients with COVID-19. The purpose of this Users' Guide to the Medical Literature is to describe fundamental concepts of platform trials and master protocols and review issues in the conduct and interpretation of these studies. This Users' Guide is intended to help clinicians and readers understand articles reporting on interventions evaluated using platform trial designs."
34982120,"The incidence of central nervous system (CNS) tumors in children appears to be increasing, yet few risk factors are established. There is limited information regarding whether maternal hormonal contraception use increases this risk.
To examine the association between maternal hormonal contraception use and CNS tumors in children (<20 years).
In this nationwide cohort study based on population-based registry data, 1 185 063 children born in Denmark between January 1, 1996, and December 31, 2014, were followed up for a diagnosis of a CNS tumor (final follow-up on December 31, 2018).
Maternal hormonal contraception use was analyzed according to any use, regimen (combined/progestin only), and route of administration (oral/nonoral), categorized as recent use (≤3 months before start and during pregnancy), previous use (>3 months before start of pregnancy), and no use. For injections, implants, and intrauterine devices that are used for a different time period, the categorization was appropriately altered.
Hazard ratio (HR) and incidence rate difference (IRD) of CNS tumors diagnosed at younger than 20 years.
After 15 335 990 person-years of follow-up (mean follow-up, 12.9 years), 725 children were diagnosed with a CNS tumor. The mean age at diagnosis was 7 years, and 342 (47.2%) of the diagnosed children were female. The adjusted incidence rate of CNS tumors per 100 000 person-years was 5.0 for children born to mothers with recent hormonal contraception use (n = 136 022), 4.5 for children born to mothers with previous use (n = 778 843), and 5.3 for children born to mothers with no use (n = 270 198). The corresponding HRs were 0.95 ([95% CI, 0.74-1.23]; 84 children with CNS tumors; IRD, -0.3 [95% CI, -1.6 to 1.0]) for recent use and 0.86 ([95% CI, 0.72-1.02]; 421 children with CNS tumors; IRD, -0.8 [95% CI, -1.7 to 0.0]) for previous use, compared with no use. No statistically significant associations were found for recent or previous use of oral combined, nonoral combined, oral progestin only, or nonoral products compared with no use of hormonal contraception.
Among Danish children, there was no statistically significant association between any maternal hormonal contraception use and CNS tumor risk."
