Text,Keywords
"As an anti-tuberculosis target, DprE1 contains two flexible loops (Loop I and Loop II) which have never been exploited for developing DprE1 inhibitors. Here Leu317 in Loop II was discovered as a new functional site to combat drug-resistance in Mycobacterium strains. Based on TCA1, LZDT1 was designed to optimize the hydrophobic interaction with Leu317. A subsequent biochemical and cellular assay displayed increased potency of LZDT1 in inhibiting DprE1 and killing drug-sensitive/-resistant Mycobacterium strains. The improved activity of LZDT1 and its analogue LZDT2 against multidrug resistant tuberculosis was particularly highlighted. For LZDT1, its enhanced interaction with Leu317 also impaired the drug-insensitivity of DprE1 caused by Cys387 mutation. A new nonbenzothiazole lead (LZDT10) with reduced Cys387-dependence was further produced by optimizing interactions with Leu317, improvement directions for LZDT10 were discussed as well. Our research underscores the value of potential functional sites in disordered loops, and affords a feasible way to develop these functional sites into opportunities for drug-resistance management.","['cellular assay displayed increased potency', 'dpre1 contains two flexible loops', 'sensitive /- resistant mycobacterium strains', 'multidrug resistant tuberculosis', 'new nonbenzothiazole lead', 'developing dpre1 inhibitors', 'new functional site', 'potential functional sites', 'leu317 also impaired', 'mycobacterium strains', 'disordered loops', 'functional sites', 'inhibiting dpre1', 'dpre1 caused', 'tuberculosis target', 'subsequent biochemical', 'research underscores', 'reduced cys387', 'particularly highlighted', 'optimizing interactions', 'improvement directions', 'improved activity', 'hydrophobic interaction', 'feasible way', 'enhanced interaction', 'cys387 mutation', 'analogue lzdt2', 'loop ii', 'loop ii', 'resistance management', 'killing drug', 'combat drug', 'loop', 'resistance', 'leu317', 'leu317', 'leu317', 'drug', 'drug', 'well', 'value', 'tca1', 'produced', 'optimize', 'opportunities', 'never', 'lzdt10', 'lzdt10', 'lzdt1', 'lzdt1', 'lzdt1', 'lzdt1', 'insensitivity', 'exploited', 'discussed', 'discovered', 'develop', 'designed', 'dependence', 'based', 'anti', 'affords']"
"Fifteen pyridazino-pyrrolo-quinoxalinium salts were synthesized and tested for their antiprotozoal activity against Leishmania infantum amastigotes. Eleven of them turned out to be leishmanicidal, with EC","['leishmania infantum amastigotes', 'quinoxalinium salts', 'fifteen pyridazino', 'antiprotozoal activity', 'turned', 'tested', 'synthesized', 'pyrrolo', 'leishmanicidal', 'eleven', 'ec']"
"Adenosine is an endogenous purine-based nucleoside expressed nearly in all body tissues. It regulates various body functions by activating four G-protein coupled receptors, A","['based nucleoside expressed nearly', 'regulates various body functions', 'protein coupled receptors', 'activating four g', 'body tissues', 'endogenous purine', 'adenosine']"
"Cancer is a long-known incurable disease, and the medical use of cisplatin has been a significant discovery. However, the side-effects of cisplatin necessitate the development of new and improved drug. Therefore, in this study, we focused on the photoactivatable Pt(IV) compounds Pt[(X","['compounds pt [( x', 'known incurable disease', 'photoactivatable pt', 'significant discovery', 'medical use', 'improved drug', 'cisplatin necessitate', 'cisplatin', 'therefore', 'study', 'side', 'new', 'long', 'iv', 'however', 'focused', 'effects', 'development', 'cancer']"
"The synthesis and in vitro anti-HIV activity of a novel series of pronucleotides are reported. These prodrugs were characterized by a phosphorodithiolate structure, incorporating two O-pivaloyl-2-oxyethyl substituents as biolabile phosphate protections. The compounds were obtained following an original one-pot three-step procedure, involving the formation of a phosphorodithioite intermediate which is in situ oxidized. In vitro, comparative anti-HIV evaluations demonstrate that such original prodrugs are able to allow the efficient intracellular release of the corresponding 5'-mononucleotide. The pronucleotide of 2',3'-dideoxyadenosine (ddA) 3 exhibited a very potent antiretroviral effect with 50% effective concentration (EC","[""2 ', 3 '- dideoxyadenosine"", ""corresponding 5 '- mononucleotide"", 'potent antiretroviral effect', 'efficient intracellular release', 'biolabile phosphate protections', 'hiv evaluations demonstrate', '3 exhibited', 'hiv activity', 'step procedure', 'situ oxidized', 'pot three', 'phosphorodithiolate structure', 'phosphorodithioite intermediate', 'oxyethyl substituents', 'original one', 'obtained following', 'novel series', 'incorporating two', 'effective concentration', 'comparative anti', 'vitro anti', 'original prodrugs', '2', 'vitro', 'prodrugs', 'synthesis', 'reported', 'pronucleotides', 'pronucleotide', 'pivaloyl', 'involving', 'formation', 'ec', 'dda', 'compounds', 'characterized', 'allow', 'able', '50']"
The P2Y,['p2y']
"The current COVID-19 epidemic has greatly accelerated the application of mRNA technology to our real world, and during this battle mRNA has proven it's unique advantages compared to traditional biopharmaceutical and vaccine technology. In order to overcome mRNA instability in human physiological environments, mRNA chemical modifications and nano delivery systems are two key factors for their in vivo applications. In this review, we would like to summarize the challenges for clinical translation of mRNA-based therapeutics, with an emphasis on recent advances in innovative materials and delivery strategies. The nano delivery systems include lipid delivery systems (lipid nanoparticles and liposomes), polymer complexes, micelles, cationic peptides and so on. The similarities and differences of lipid nanoparticles and liposomes are also discussed. In addition, this review also present the applications of mRNA to other areas than COVID-19 vaccine, such as infectious diseases, tumors, and cardiovascular disease, for which a variety of candidate vaccines or drugs have entered clinical trials. Furthermore, mRNA was found that it might be used to treat some genetic disease, overcome the immaturity of the immune system due to the small fetal size in utero, treat some neurological diseases that are difficult to be treated surgically, even be used in advancing the translation of iPSC technology et al. In short, mRNA has a wide range of applications, and its era has just begun.","['nano delivery systems include lipid delivery systems', 'nano delivery systems', 'ipsc technology et al', 'liposomes ), polymer complexes', 'unique advantages compared', 'two key factors', 'small fetal size', 'immune system due', 'human physiological environments', 'entered clinical trials', 'mrna chemical modifications', 'review also present', 'overcome mrna instability', 'delivery strategies', 'lipid nanoparticles', 'lipid nanoparticles', 'vaccine technology', 'also discussed', 'mrna technology', 'would like', 'wide range', 'treated surgically', 'traditional biopharmaceutical', 'recent advances', 'real world', 'neurological diseases', 'innovative materials', 'infectious diseases', 'greatly accelerated', 'genetic disease', 'clinical translation', 'cationic peptides', 'cardiovascular disease', 'candidate vaccines', 'based therapeutics', '19 vaccine', '19 epidemic', 'battle mrna', 'current covid', 'vivo applications', 'liposomes', 'review', 'overcome', 'mrna', 'mrna', 'mrna', 'mrna', 'translation', 'covid', 'applications', 'applications', 'variety', 'utero', 'used', 'used', 'tumors', 'treat', 'treat', 'summarize', 'similarities', 'short', 'proven', 'order', 'might', 'micelles', 'immaturity', 'furthermore', 'found', 'even', 'era', 'emphasis', 'drugs', 'difficult', 'differences', 'challenges', 'begun', 'areas', 'application', 'advancing', 'addition']"
"SUMOylation and deSUMOylation plays an important role in DNA damage response and the formation of radiotherapy resistance. SENP1 is the main specific isopeptidase to catalyze deSUMOylation modification. Inhibiting SENP1 upregulates cancer cell radiosensitivity and it becomes a promising target for radiosensitization. Herein, based on the structure of ursolic acid (UA), a total of 53 pentacyclic triterpene derivatives were designed and synthesized as SENP1 inhibitors. Ten derivatives exhibited better SENP1 inhibitory activities than UA and the preliminary structure-activity relationship was discussed. Most of the UA derivatives were low-cytotoxic, among which compound 36 showed the best radiosensitizing activity with the SER value of 1.45. It was the first study to develop small molecular SENP1 inhibitors as radiosensitizers.","['ten derivatives exhibited better senp1 inhibitory activities', 'inhibiting senp1 upregulates cancer cell radiosensitivity', 'develop small molecular senp1 inhibitors', '53 pentacyclic triterpene derivatives', 'main specific isopeptidase', 'dna damage response', 'compound 36 showed', 'catalyze desumoylation modification', 'best radiosensitizing activity', 'senp1 inhibitors', 'ua derivatives', 'desumoylation plays', 'activity relationship', 'senp1', 'ursolic acid', 'ser value', 'radiotherapy resistance', 'promising target', 'important role', 'first study', 'ua ),', 'preliminary structure', 'ua', 'structure', 'total', 'synthesized', 'sumoylation', 'radiosensitizers', 'radiosensitization', 'low', 'herein', 'formation', 'discussed', 'designed', 'cytotoxic', 'becomes', 'based', 'among', '45', '1']"
Sphingosine-1-phosphate receptor 2 (S1PR2) has been identified as a brand-new GPCR target for designing antagonists to reverse 5-FU resistance. We herein report the structural optimization and structure-activity relationship of JTE-013 derivatives as S1PR2 antagonists. Compound 9d was the most potent S1PR2 antagonist (K,"['phosphate receptor 2', 'new gpcr target', 'potent s1pr2 antagonist', 'structural optimization', 's1pr2 antagonists', 'reverse 5', 'herein report', 'fu resistance', 'designing antagonists', 'compound 9d', 'activity relationship', '013 derivatives', 's1pr2', 'structure', 'sphingosine', 'k', 'jte', 'identified', 'brand', '1']"
"Xanthine oxidase (XO) has been an important target for the treatment of hyperuricemia and gout. The analysis of potential interactions of pyrimidinone and 3-cyano indole pharmacophores present in the corresponding reported XO inhibitors with parts of the XO active pocket indicated that they both can be used as effective fragments for the fragment-based design of nonpurine XO inhibitors. In this paper, we adopted the fragment-based drug design strategy to link the two fragments with an amide bond to design the type 1 compounds 13a-13w,14c, 14d, 14f, 14g, 14j, 14k, and 15g. Compound 13g displayed an evident XO inhibitory potency (IC","['type 1 compounds 13a', 'cyano indole pharmacophores present', 'xo active pocket indicated', 'evident xo inhibitory potency', 'corresponding reported xo inhibitors', 'based drug design strategy', 'nonpurine xo inhibitors', 'compound 13g displayed', 'based design', 'xanthine oxidase', 'two fragments', 'potential interactions', 'important target', 'effective fragments', 'amide bond', 'xo', 'design', 'used', 'treatment', 'pyrimidinone', 'parts', 'paper', 'link', 'ic', 'hyperuricemia', 'gout', 'fragment', 'fragment', 'analysis', 'adopted', '3', '15g', '14k', '14j', '14g', '14f', '14d', '14c', '13w']"
"Vaccine refers to biological products that are produced using various pathogenic microorganisms for inoculation. The goal of vaccination is to induce a robust immune response against a specific antigen, thus preventing the organism from getting infected. In vaccines, adjuvants have been widely employed to enhance immunity against specific antigens. An ideal adjuvant should be stable, biodegradable, and low cost, not induce system rejection and promote an immune response. Various adjuvant components have been investigated across diverse applications. Typically, adjuvants are employed to meet the following objectives: (1) to improve the effectiveness of immunization with vaccines for specific populations, such as newborns and the elderly; (2) enhance the immunogenicity of highly purified or recombinant antigens; (3) allow immunization with a smaller dose of the vaccine, reducing drug dosage. In the present review, we primarily focus on chemically synthesized compounds that can be used as built-in adjuvants. We elaborate the classification of these compounds based on the induced immune activation mechanism and summarize their application in various vaccine types.","['produced using various pathogenic microorganisms', 'investigated across diverse applications', 'induced immune activation mechanism', 'various adjuvant components', 'reducing drug dosage', 'various vaccine types', 'robust immune response', 'chemically synthesized compounds', 'induce system rejection', 'immune response', 'ideal adjuvant', 'compounds based', 'vaccine refers', 'thus preventing', 'specific populations', 'specific antigens', 'specific antigen', 'smaller dose', 'recombinant antigens', 'primarily focus', 'present review', 'low cost', 'highly purified', 'getting infected', 'following objectives', 'biological products', 'widely employed', 'enhance immunity', 'allow immunization', 'vaccine', 'induce', 'immunization', 'enhance', 'employed', 'vaccines', 'vaccines', 'vaccination', 'used', 'typically', 'summarize', 'stable', 'promote', 'organism', 'newborns', 'meet', 'inoculation', 'improve', 'immunogenicity', 'goal', 'elderly', 'elaborate', 'effectiveness', 'classification', 'built', 'biodegradable', 'application', 'adjuvants', 'adjuvants', 'adjuvants', '3', '2', '1']"
"Twenty-one new schisanhenol derivatives were synthesized, and their hepatoprotective effects against liver injury induced by concanavalin A (Con A) were evaluated in vitro using an MTT assay. The data indicated that most derivatives exhibited equivalent or better protective activity than the positive control (dimethyl dicarboxylate biphenyl, DDB) under the same conditions. Among them, compound 1b showed the most potent hepatoprotective activity against Con A-induced immunological injury. Mechanistic studies in vitro revealed that 1b inhibited cell apoptosis and inflammatory responses caused by Con A treatment via IL-6/JAK2/STAT3 signaling pathway. Consistently, it also exhibited significant hepatoprotective activity in mice with Con A-induced immunological liver injury. These results clearly indicated that 1b might be a highly potent hepatoprotective agent targeting IL-6/STAT3 signaling pathway.","['highly potent hepatoprotective agent targeting il', 'also exhibited significant hepatoprotective activity', 'one new schisanhenol derivatives', '1b inhibited cell apoptosis', 'induced immunological liver injury', 'potent hepatoprotective activity', 'treatment via il', 'derivatives exhibited equivalent', 'liver injury induced', 'induced immunological injury', 'better protective activity', 'stat3 signaling pathway', 'stat3 signaling pathway', 'inflammatory responses caused', 'dimethyl dicarboxylate biphenyl', 'compound 1b showed', 'results clearly indicated', 'hepatoprotective effects', '1b might', 'data indicated', 'vitro using', 'vitro revealed', 'positive control', 'mtt assay', 'mechanistic studies', 'twenty', 'synthesized', 'mice', 'jak2', 'evaluated', 'ddb', 'consistently', 'conditions', 'concanavalin', 'con', 'con', 'con', 'con', 'among', '6', '6']"
"Based on previous reports on the significance of halogen moieties and the indenopyridin-5-one skeleton, we designed and synthesized a novel series of halogen (F-, Cl-, Br-, CF","['f -, cl -, br -, cf', 'previous reports', 'one skeleton', 'novel series', 'halogen moieties', 'halogen', 'synthesized', 'significance', 'indenopyridin', 'designed', 'based', '5']"
"Selenium is an underexplored element that can be used for bioisosteric replacement of lower molecular weight chalcogens such as oxygen and sulfur. More studies regarding the impact of selenium substitution in different chemical scaffolds are needed to fully grasp this element's potential. Herein, we decided to evaluate the impact of selenium incorporation in a series of tryptophan 2,3-dioxygenase (TDO2) inhibitors, a target of interest in cancer immunotherapy. First, we synthesized the different chalcogen isosteres through Suzuki-Miyaura type coupling. Next, we evaluated the isosteres' affinity and selectivity for TDO2, as well as their lipophilicity, microsomal stability and cellular toxicity on TDO2-expressing cell lines. Overall, chalcogen isosteric replacements did not disturb the on-target activity but allowed for a modulation of the compounds' lipophilicity, toxicity and stability profiles. The present work contributes to our understanding of oxygen/sulfur/selenium isostery towards increasing structural options in medicinal chemistry for the development of novel and distinctive drug candidates.","['selenium isostery towards increasing structural options', 'lower molecular weight chalcogens', 'present work contributes', 'miyaura type coupling', 'expressing cell lines', 'distinctive drug candidates', 'different chemical scaffolds', 'chalcogen isosteric replacements', 'different chalcogen isosteres', 'selenium substitution', 'selenium incorporation', 'tryptophan 2', 'studies regarding', 'stability profiles', 'microsomal stability', 'medicinal chemistry', 'fully grasp', 'cancer immunotherapy', 'bioisosteric replacement', 'underexplored element', 'target activity', 'cellular toxicity', 'selenium', 'isosteres', 'toxicity', 'target', 'element', 'well', 'used', 'understanding', 'tdo2', 'tdo2', 'tdo2', 'synthesized', 'suzuki', 'sulfur', 'sulfur', 'series', 'selectivity', 'potential', 'oxygen', 'oxygen', 'overall', 'novel', 'next', 'needed', 'modulation', 'lipophilicity', 'lipophilicity', 'interest', 'inhibitors', 'impact', 'impact', 'herein', 'first', 'evaluated', 'evaluate', 'disturb', 'dioxygenase', 'development', 'decided', 'compounds', 'allowed', 'affinity', '3']"
"This study presents the design, synthesis, and characterization of bisindole molecules as anti-cancer agents against Tousled-like kinases (TLKs). We show that compound 2 composed of an indirubin-3'-oxime group linked with a (N-methylpiperidin-2-yl)ethyl moiety possessed inhibitory activity toward both TLK1 and TLK2 in vitro and diminished the phosphorylation level of the downstream substrate anti-silencing function 1 (ASF1) in replicating cells. The treatment of compound 2 impaired DNA replication, slowed S-phase progression, and triggered DNA damage response in replicating cells. Structure optimization further discovered six derivatives exhibiting potent TLK inhibitory activity and revealed the importance of the tertiary amine-containing moiety of the side chain. Moreover, the derivatives 6, 17, 19, and 20 strongly suppressed the growth of triple-negative breast cancer MDA-MB-231 cells, non-small cell lung cancer A549 cells, and colorectal cancer HCT-116 cells, while normal lung fibroblast MRC5 and IMR90 cells showed a lower response to these compounds. Taken together, this study identifies tertiary amine-linked indirubin-3'-oximes as potent anticancer agents that inhibit TLK activity.","['discovered six derivatives exhibiting potent tlk inhibitory activity', 'ethyl moiety possessed inhibitory activity toward', 'small cell lung cancer a549 cells', 'compound 2 impaired dna replication', ""3 '- oxime group linked"", 'normal lung fibroblast mrc5', 'negative breast cancer mda', 'triggered dna damage response', 'inhibit tlk activity', 'study identifies tertiary amine', 'potent anticancer agents', ""3 '- oximes"", 'compound 2 composed', 'colorectal cancer hct', 'silencing function 1', '20 strongly suppressed', 'imr90 cells showed', 'downstream substrate anti', 'derivatives 6', 'cancer agents', 'tertiary amine', 'containing moiety', 'study presents', 'lower response', 'linked indirubin', 'replicating cells', 'replicating cells', '231 cells', '116 cells', 'tlks ).', 'taken together', 'structure optimization', 'side chain', 'phosphorylation level', 'phase progression', 'like kinases', 'bisindole molecules', '2', 'anti', 'indirubin', 'yl', 'vitro', 'triple', 'treatment', 'tousled', 'tlk2', 'tlk1', 'synthesis', 'slowed', 'show', 'revealed', 'non', 'n', 'moreover', 'methylpiperidin', 'mb', 'importance', 'growth', 'diminished', 'design', 'compounds', 'characterization', 'asf1', '19', '17']"
"Proteolysis targeting chimeras (PROTACs), which hijack proteins of interest (POIs) and recruit E3 ligases for target degradation via the ubiquitin-proteasome pathway, are a novel drug discovery paradigm that has been widely used as biological tools and medicinal molecules with the potential of clinical application value. To date, a wide variety of small molecule PROTACs have been developed. Importantly, VHL-based PROTACs have emerged to be a promising approach for proteins, including those non-druggable ones, such as transcriptional factors and scaffold proteins. VHL-based PRTOACs have been developed for the treatment of diseases that are difficult to be dealt with by conventional methods, such as radiotherapy, chemotherapy, and small molecule inhibitors. In this review, the recent advances of VHL-based PRTOACs were summarized, and the chances and challenges associated with this area were also highlighted.","['novel drug discovery paradigm', 'target degradation via', 'small molecule inhibitors', 'recruit e3 ligases', 'proteolysis targeting chimeras', 'clinical application value', 'small molecule protacs', 'protacs ),', 'based protacs', 'widely used', 'wide variety', 'transcriptional factors', 'recent advances', 'proteasome pathway', 'promising approach', 'medicinal molecules', 'druggable ones', 'conventional methods', 'challenges associated', 'biological tools', 'based prtoacs', 'based prtoacs', 'also highlighted', 'scaffold proteins', 'hijack proteins', 'proteins', 'vhl', 'vhl', 'vhl', 'ubiquitin', 'treatment', 'summarized', 'review', 'radiotherapy', 'potential', 'pois', 'non', 'interest', 'including', 'importantly', 'emerged', 'diseases', 'difficult', 'developed', 'developed', 'dealt', 'date', 'chemotherapy', 'chances', 'area']"
"Highly efficacious and tolerable agents for the treatment of glioblastoma (GBM), the most common and aggressive primary brain tumor, are urgently needed. Herein, we reveal the design, synthesis and biological evaluation of several piperazine based benzamide derivatives, which are based on the non-classical isostere principle and combination principle for GBM therapy. After structure-activity relationship (SAR) study, compound L19 was demonstrated as the most promising compound with IC","['several piperazine based benzamide derivatives', 'aggressive primary brain tumor', 'classical isostere principle', 'combination principle', 'urgently needed', 'tolerable agents', 'promising compound', 'highly efficacious', 'gbm therapy', 'gbm ),', 'compound l19', 'biological evaluation', 'activity relationship', 'based', 'treatment', 'synthesis', 'study', 'structure', 'sar', 'reveal', 'non', 'ic', 'herein', 'glioblastoma', 'design', 'demonstrated', 'common']"
"The equilibrium between histone acetylation and deacetylation plays an important role in cancer initiation and progression. The histone deacetylases (HDACs) are a class of key regulators of gene expression that enzymatically remove an acetyl moiety from acetylated lysine ε-amino groups on histone tails. Therefore, HDAC inhibitors have recently emerged as a promising strategy for cancer therapy and several pan-HDAC inhibitors have globally been approved for clinical use. In the present study, we designed and synthesized a series of substituted indole-based hydroxamic acid derivatives that exhibited potent anti-proliferative activities in various tumor cell lines. Among the compounds tested, compound 4o, was found to be among the most potent in the inhibition of HDAC1 (half maximal inhibitory concentration, IC","['various tumor cell lines', 'half maximal inhibitory concentration', 'based hydroxamic acid derivatives', 'acetylated lysine ε', 'exhibited potent anti', 'substituted indole', 'several pan', 'recently emerged', 'promising strategy', 'proliferative activities', 'present study', 'key regulators', 'important role', 'histone tails', 'histone deacetylases', 'histone acetylation', 'hdac inhibitors', 'hdac inhibitors', 'gene expression', 'enzymatically remove', 'deacetylation plays', 'compounds tested', 'compound 4o', 'clinical use', 'cancer therapy', 'cancer initiation', 'amino groups', 'acetyl moiety', 'potent', 'therefore', 'synthesized', 'series', 'progression', 'inhibition', 'ic', 'hdacs', 'hdac1', 'globally', 'found', 'equilibrium', 'designed', 'class', 'approved', 'among', 'among']"
"The poly (ADP-ribose) polymerase (PARP) inhibitors play a crucial role in cancer therapy. However, most approved PARP inhibitors have lower selectivity to PARP-1 than to PARP-2, so they will inevitably have side effects. Based on the different catalytic domains of PARP-1 and PARP-2, we developed a strategy to design and synthesize highly selective PARP-1 inhibitors. Compounds Y17, Y29, Y31 and Y49 showed excellent PARP-1 inhibition, and their IC","['y49 showed excellent parp', 'synthesize highly selective parp', 'different catalytic domains', 'approved parp inhibitors', 'inhibitors play', 'side effects', 'lower selectivity', 'crucial role', 'compounds y17', 'cancer therapy', '1 inhibitors', '1 inhibition', 'parp', 'parp', 'parp', 'parp', 'parp', '1', '1', 'y31', 'y29', 'strategy', 'ribose', 'polymerase', 'poly', 'inevitably', 'ic', 'however', 'developed', 'design', 'based', 'adp', '2', '2']"
"Human African trypanosomiasis is a vector-borne tropical disease of African origin. Presently, due to human migration and climate change, the disease might present global health and economic burdens as current chemotherapy of trypanosomiasis remains a challenge due to limited existing drugs, which are of poor efficacy, cause severe adverse events and are very costly. Recently, Beteck and co-workers identified a small library of 1,3,6-substituted non-fluoroquinolones that showed moderate to weak trypanocidal activity without cytotoxic effects. The current study further explored SARs of the quinolone scaffold in search for more potent trypanocidal agents. Fifteen novel quinolone derivatives bearing a heteroarylidene moiety at positon-6 and varied chemical entities at positions -1 and -3 of the quinolone scaffold were synthesized and evaluated in vitro for antitrypanosomal activity. The compounds exhibit exceptionally good antitrypanosomal activity with IC","['weak trypanocidal activity without cytotoxic effects', 'compounds exhibit exceptionally good antitrypanosomal activity', 'disease might present global health', 'fifteen novel quinolone derivatives bearing', 'cause severe adverse events', 'potent trypanocidal agents', 'borne tropical disease', 'varied chemical entities', 'limited existing drugs', 'antitrypanosomal activity', 'human african trypanosomiasis', 'quinolone scaffold', 'quinolone scaffold', 'trypanosomiasis remains', 'human migration', 'african origin', 'workers identified', 'substituted non', 'small library', 'showed moderate', 'poor efficacy', 'heteroarylidene moiety', 'explored sars', 'economic burdens', 'current study', 'current chemotherapy', 'climate change', 'challenge due', 'due', 'vitro', 'vector', 'synthesized', 'search', 'recently', 'presently', 'positon', 'positions', 'ic', 'fluoroquinolones', 'evaluated', 'costly', 'co', 'beteck', '6', '6', '3', '3', '1', '1']"
"TumorSelect® is an anticancer technology that combines cytotoxics, nanotechnology, and knowledge of human physiology to develop innovative therapeutic interventions with minimal undesirable side effects commonly observed in conventional chemotherapy. Tumors have a voracious appetite for cholesterol which facilitates tumor growth and fuels their proliferation. We have transformed this need into a stealth delivery system to disguise and deliver anticancer drugs with the assistance of both the human body and the tumor cell. Several designer prodrugs are incorporated within pseudo-LDL nanoparticles, which carry them to tumor tissues, are taken up, internalized, transformed into active drugs, and inhibit cancer cell proliferation. Highly lipophilic prodrug conjugates of paclitaxel suitable for incorporation into the pseudo-LDL nanoparticles of the TumorSelect® delivery vehicle formulation were designed, synthesized, and evaluated in the panel of 24-h NCI-60 human tumor cell line screening to demonstrate the power of such an innovative approach. Taxane prodrugs, viz., ART-207 was synthesized by tethering paclitaxel to lipid moiety with the aid of a racemic solketal as a linker in cost-effective, simple, and straightforward synthetic transformations. In addition to the typical 24-h NCI screening protocol, these compounds were assessed for growth inhibition or killing of ovarian cell lines for 48 and 72h-time intervals and identified the long-lasting effectiveness of these lipophilic prodrugs. All possible, enantiomerically pure isomers of ART-207 were also synthesized, and cytotoxicities were biosimilar to racemic ART-207, suggesting that enantiopurity of linker has a negligible effect on cell proliferation. To substantiate further, ART-207 was evaluated for its in vivo tumor reduction efficacy by studying the xenograft model of ovarian cancer grown in SCID mice. Reduced weight loss (a measure of toxicity) in the ART-207 group was observed, even though it was dosed at 2.5x the paclitaxel equivalent of Abraxane®. As a result, our delineated approach is anticipated to improve patient quality of life, patient retention in treatment regimes, post-treatment rapid recovery, and overall patient compliance without compromising the efficacy of the cytotoxic promiscuous natural products.","['minimal undesirable side effects commonly observed', '60 human tumor cell line screening', 'overall patient compliance without compromising', 'tumorselect ® delivery vehicle formulation', 'cytotoxic promiscuous natural products', 'highly lipophilic prodrug conjugates', 'h nci screening protocol', 'develop innovative therapeutic interventions', 'vivo tumor reduction efficacy', 'inhibit cancer cell proliferation', 'stealth delivery system', 'ovarian cancer grown', 'ovarian cell lines', 'improve patient quality', 'straightforward synthetic transformations', 'reduced weight loss', 'enantiomerically pure isomers', 'facilitates tumor growth', 'treatment rapid recovery', 'several designer prodrugs', 'incorporated within pseudo', 'deliver anticancer drugs', 'viz ., art', 'tumorselect ®', 'tumor cell', 'h nci', 'cell proliferation', 'tumor tissues', 'patient retention', 'lipophilic prodrugs', 'human physiology', 'human body', 'innovative approach', 'treatment regimes', 'growth inhibition', 'anticancer technology', 'active drugs', 'taxane prodrugs', 'xenograft model', 'voracious appetite', 'time intervals', 'tethering paclitaxel', 'scid mice', 'racemic solketal', 'paclitaxel suitable', 'paclitaxel equivalent', 'negligible effect', 'lipid moiety', 'ldl nanoparticles', 'ldl nanoparticles', 'lasting effectiveness', 'even though', 'delineated approach', 'conventional chemotherapy', 'combines cytotoxics', 'abraxane ®.', 'racemic art', 'typical 24', 'observed', 'also synthesized', '207 group', 'efficacy', 'proliferation', 'pseudo', 'art', 'art', 'art', '24', 'synthesized', 'synthesized', '207', '207', '207', '207', 'tumors', 'transformed', 'transformed', 'toxicity', 'taken', 'suggesting', 'substantiate', 'studying', 'simple', 'result', 'power', 'post', 'possible', 'panel', 'need', 'nanotechnology', 'measure', 'long', 'linker', 'linker', 'life', 'knowledge', 'killing', 'internalized', 'incorporation', 'identified', 'fuels', 'evaluated', 'evaluated', 'enantiopurity', 'effective', 'dosed', 'disguise', 'designed', 'demonstrate', 'cytotoxicities', 'cost', 'compounds', 'cholesterol', 'carry', 'biosimilar', 'assistance', 'assessed', 'anticipated', 'aid', 'addition', '72h', '5x', '48', '2']"
"Lysine methyltransferases are important regulators of epigenetic signaling and are emerging as a novel drug target for drug discovery. This work demonstrates the positioning of novel 1,5-oxaza spiroquinone scaffold into selective SET and MYND domain-containing proteins 2 methyltransferases inhibitors. Selectivity of the scaffold was identified by epigenetic target screening followed by SAR study for the scaffold. The optimization was performed iteratively by two-step optimization consisting of iterative synthesis and computational studies (docking, metadynamics simulations). Computational binding studies guided the important interactions of the spiro[5.5]undeca scaffold in pocket 1 and Lysine channel and suggested extension of tail length for the improvement of potency (IC","['containing proteins 2 methyltransferases inhibitors', 'epigenetic target screening followed', 'computational binding studies guided', 'metadynamics simulations ).', 'novel drug target', 'step optimization consisting', 'oxaza spiroquinone scaffold', 'computational studies', 'lysine methyltransferases', 'epigenetic signaling', 'novel 1', 'drug discovery', 'work demonstrates', 'tail length', 'suggested extension', 'selective set', 'sar study', 'pocket 1', 'performed iteratively', 'mynd domain', 'lysine channel', 'iterative synthesis', 'important regulators', 'important interactions', 'undeca scaffold', 'optimization', 'scaffold', 'scaffold', 'two', 'spiro', 'selectivity', 'potency', 'positioning', 'improvement', 'identified', 'ic', 'emerging', 'docking', '5', '5', '5']"
